,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Yield:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:
16,6581069,20 mins,25 mins,45 mins,30 ,30 stuffed mushrooms,30,42,3g,1g,9mg,129mg,2g,1g,1g,2g,1mg,45mg,0mg,114mg,4.5,40,
17,6590052,10 mins,10 mins,20 mins,8 ,8 servings,8,310,22g,13g,130mg,535mg,7g,1g,1g,22g,3mg,204mg,1mg,457mg,4.5,178,
18,6588305,20 mins,20 mins,40 mins,6 ,6 servings,6,329,25g,15g,112mg,381mg,11g,2g,3g,15g,4mg,153mg,2mg,515mg,4.5,185,
19,6579933,,,,4 ,4 servings,4,198,8g,1g,,328mg,29g,6g,3g,7g,9mg,38mg,2mg,795mg,3.3,16,
20,6650356,20 mins,40 mins, 1 hr,12 ,,12,107,9g,5g,31mg,163mg,3g,0g,1g,4g,1mg,12mg,1mg,112mg,4.7,129,
21,6591141,10 mins,20 mins,40 mins,3 ,3 servings,3,282,20g,6g,20mg,297mg,15g,4g,5g,15g,2mg,282mg,3mg,1206mg,4.7,40,10 mins
22,6570683,5 mins,33 mins,38 mins,3 ,6 mushrooms,3,348,27g,15g,73mg,814mg,13g,1g,2g,15g,2mg,204mg,1mg,329mg,4.6,204,
23,6586020,30 mins,12 mins,42 mins,12 ,12 mushrooms,12,413,38g,24g,106mg,694mg,14g,1g,2g,6g,1mg,36mg,1mg,161mg,4.6,609,
24,6594848,25 mins,20 mins,45 mins,8 ,24 mushrooms,8,176,12g,7g,65mg,233mg,7g,1g,2g,10g,2mg,111mg,1mg,286mg,4.4,447,
25,6601470,25 mins,25 mins,50 mins,6 ,,6,228,20g,12g,73mg,1476mg,8g,1g,2g,7g,8mg,53mg,1mg,353mg,4.1,7,
26,6594496,10 mins,30 mins,40 mins,12 ,12 stuffed mushrooms,12,166,6g,3g,42mg,288mg,19g,2g,3g,12g,1mg,117mg,1mg,649mg,4.2,25,
27,6594948,25 mins, 1 hr, 1 hr 25 mins,12 ,12 mushrooms,12,163,16g,8g,38mg,199mg,3g,1g,1g,4g,2mg,64mg,1mg,194mg,4.6,259,
28,6600181,20 mins,45 mins, 1 hr 15 mins,8 ,,8,165,13g,8g,72mg,356mg,4g,0g,1g,8g,3mg,74mg,2mg,69mg,4.3,3,10 mins
29,6599096,20 mins,30 mins,50 mins,10 ,20 mushrooms,10,383,31g,19g,106mg,412mg,11g,2g,2g,16g,16mg,179mg,12mg,433mg,4.7,399,
30,6587683,15 mins,10 mins,25 mins,10 ,10 servings,10,191,13g,7g,83mg,214mg,8g,1g,2g,13g,3mg,84mg,2mg,385mg,4.4,31,
31,6575709,30 mins,15 mins,45 mins,24 ,24 stuffed mushrooms,24,43,3g,2g,8mg,55mg,2g,0g,1g,2g,5mg,46mg,0mg,92mg,4.7,3,
32,6596935,15 mins,20 mins, 3 hrs 50 mins,10 ,20 stuffed mushrooms,10,103,7g,4g,41mg,188mg,3g,1g,2g,7g,1mg,119mg,1mg,205mg,4.2,22, 3 hrs 15 mins
33,6597030,15 mins,20 mins,35 mins,10 ,10 servings,10,69,4g,2g,13mg,114mg,2g,0g,1g,6g,1mg,48mg,0mg,117mg,4.3,12,
34,6594341,40 mins,15 mins,55 mins,48 ,48 stuffed mushrooms,48,60,5g,2g,13mg,119mg,2g,0g,1g,3g,1mg,12mg,0mg,83mg,4.7,92,
35,6603322,15 mins,15 mins,30 mins,3 ,6 pieces,3,203,17g,10g,108mg,202mg,2g,0g,1g,11g,2mg,68mg,1mg,209mg,4.5,256,
36,6601806,25 mins,13 mins,38 mins,4 ,4 servings,4,312,10g,1g,,1192mg,45g,13g,9g,17g,14mg,93mg,5mg,2230mg,4.8,12,
37,6583598,15 mins,20 mins,35 mins,4 ,4 servings,4,218,19g,5g,193mg,222mg,2g,1g,0g,10g,4mg,163mg,2mg,126mg,,,
38,6571189,15 mins,30 mins,45 mins,10 ,10 servings,10,165,13g,4g,32mg,356mg,3g,0g,1g,9g,1mg,54mg,1mg,149mg,4.7,31,
39,6600888,15 mins,50 mins, 1 hr 5 mins,10 ,40 mushrooms,10,141,9g,4g,21mg,333mg,8g,1g,2g,9g,2mg,95mg,1mg,308mg,4.4,7,
40,6572719,15 mins,5 mins,20 mins,4 ,4 servings,4,132,13g,6g,24mg,239mg,2g,1g,1g,4g,2mg,66mg,0mg,174mg,4.2,5,
41,6575632,15 mins,30 mins,45 mins,4 ,4 servings,4,142,9g,3g,37mg,403mg,5g,1g,2g,12g,3mg,14mg,2mg,446mg,3.7,6,
42,6573157,20 mins,30 mins,50 mins,4 ,4 servings,4,455,38g,14g,60mg,1387mg,21g,1g,7g,11g,1mg,195mg,2mg,413mg,4.4,81,
43,6576400,20 mins,23 mins,43 mins,4 ,4 stuffed mushrooms,4,762,51g,21g,177mg,2180mg,16g,4g,4g,61g,11mg,582mg,3mg,606mg,4.4,11,
44,6583008,30 mins,30 mins, 1 hr,6 ,6 servings,6,360,27g,17g,82mg,325mg,15g,1g,2g,9g,1mg,89mg,2mg,337mg,4.5,38,
45,6573504,15 mins,4 mins,24 mins,10 ,20 mushrooms,10,160,13g,8g,34mg,229mg,6g,1g,1g,5g,1mg,99mg,1mg,148mg,5.0,3,5 mins
46,6572550,15 mins,15 mins,50 mins,4 ,4 servings,4,539,44g,7g,4mg,364mg,34g,20g,7g,14g,116mg,252mg,7mg,2576mg,4.2,10,20 mins
47,6598586,25 mins,25 mins,50 mins,10 ,20 mushrooms,10,435,43g,16g,62mg,505mg,3g,0g,1g,13g,1mg,271mg,1mg,170mg,4.4,7,
48,6590252,25 mins,15 mins,40 mins,10 ,10 servings,10,200,11g,5g,52mg,390mg,18g,2g,2g,9g,3mg,69mg,2mg,275mg,4.1,84,
49,6604517,,,,12 ,24 stuffed mushrooms,,,,,,,,,,,,,,,5.0,1,
50,6586809,10 mins,25 mins, 1 hr 40 mins,12 ,12 mushrooms,12,89,7g,1g,,198mg,6g,1g,1g,4g,1mg,8mg,1mg,179mg,4.5,2, 1 hr 5 mins
51,6590096,20 mins,30 mins,50 mins,6 ,6 servings,6,258,22g,11g,48mg,770mg,7g,2g,3g,11g,3mg,154mg,1mg,452mg,4.9,10,
52,6568777,10 mins,30 mins,40 mins,4 ,4 servings,4,261,21g,8g,38mg,540mg,4g,1g,1g,16g,2mg,426mg,1mg,231mg,4.3,97,
53,6602402,10 mins,20 mins,35 mins,5 ,10 stuffed mushrooms,5,124,10g,7g,29mg,135mg,7g,1g,2g,2g,2mg,29mg,0mg,167mg,5.0,1,5 mins
54,6577256,15 mins,30 mins,45 mins,4 ,4 stuffed mushroom caps,4,248,9g,6g,33mg,463mg,31g,9g,,18g,23mg,249mg,4mg,2649mg,5.0,2,
55,6585574,15 mins,25 mins,40 mins,10 ,10 servings,10,128,8g,2g,16mg,120mg,9g,1g,1g,8g,5mg,74mg,6mg,353mg,,,
56,6601321,20 mins,15 mins,35 mins,20 ,20 servings,20,52,4g,2g,18mg,110mg,2g,0g,1g,3g,2mg,25mg,0mg,119mg,4.4,36,
57,6586791,15 mins,25 mins,40 mins,4 ,8 mushrooms,4,95,7g,3g,11mg,425mg,3g,1g,1g,8g,6mg,74mg,1mg,204mg,,,
58,6590726,40 mins,25 mins, 1 hr 5 mins,16 ,16 mushrooms,16,115,9g,5g,41mg,135mg,5g,1g,1g,5g,1mg,32mg,1mg,112mg,4.0,1,
59,6599610, 1 hr 30 mins,, 1 hr 30 mins,24 ,24 ,24,90,7g,4g,29mg,307mg,4g,1g,1g,4g,1mg,25mg,1mg,159mg,4.4,42,
