,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
38,6649255,Shrimp with Lobster Sauce,5 mins,20 mins,25 mins,4 ,4,308,20g,4g,237mg,989mg,5g,0g,0g,26g,3mg,52mg,3mg,274mg,4.4,166,,
39,6574833,Pork Lo Mein,15 mins,15 mins,30 mins,4 ,4,415,11g,2g,37mg,794mg,55g,5g,7g,26g,73mg,60mg,4mg,762mg,4.5,149,,
40,6649531,Moo Goo Gai Pan,20 mins,15 mins,35 mins,4 ,4,307,10g,2g,66mg,833mg,23g,6g,,34g,43mg,55mg,4mg,695mg,4.4,106,,
41,6663820,Szechwan Shrimp,10 mins,5 mins,15 mins,4 ,4,142,4g,1g,164mg,500mg,7g,0g,4g,18g,5mg,46mg,3mg,231mg,4.4,"3,280",,
42,6650066,Chinese Broccoli,10 mins,10 mins,20 mins,4 ,4,101,4g,1g,0mg,634mg,15g,1g,10g,1g,7mg,32mg,0mg,115mg,4.3,68,,
43,6738867,Taiwanese Popcorn Chicken,30 mins,15 mins,55 mins,6 ,6,940,92g,18g,126mg,655mg,8g,1g,,22g,6mg,49mg,2mg,286mg,4.5,12,10 mins,
44,6649142,Crispy Orange Beef,20 mins,50 mins, 1 hr 40 mins,6 ,6,507,19g,5g,61mg,651mg,59g,6g,17g,27g,189mg,122mg,5mg,983mg,4.5,"1,045",30 mins,
45,6605035,Szechuan Beef,10 mins,10 mins,40 mins,6 ,6,306,21g,5g,44mg,243mg,13g,4g,3g,18g,43mg,46mg,3mg,501mg,3.9,176,20 mins,
46,6736793,"Super-Simple, Super-Spicy Mongolian Beef",15 mins,10 mins, 1 hr 25 mins,4 ,4,200,12g,3g,25mg,996mg,8g,1g,4g,15g,5mg,29mg,2mg,289mg,4.6,460, 1 hr,
47,6577946,Broccoli and Carrot Stir Fry,10 mins,16 mins,26 mins,5 ,5,90,6g,1g,0mg,147mg,8g,3g,2g,3g,87mg,51mg,1mg,353mg,4.6,7,,5 cups
48,6664840,Green Onion Cakes,20 mins,20 mins, 1 hr 10 mins,8 ,8,49,5g,1g,,25mg,2g,1g,1g,1g,5mg,21mg,0mg,78mg,4.2,82,30 mins,16 cakes
49,6603098,Chinese Eggplant with Garlic Sauce,10 mins,15 mins,25 mins,6 ,6,187,8g,1g,,224mg,29g,13g,13g,5g,10mg,41mg,1mg,927mg,4.5,288,,
50,6649046,Chinese Barbeque Pork (Char Siu),10 mins, 2 hrs, 5 hrs 10 mins,6 ,6,513,22g,8g,90mg,2421mg,49g,1g,43g,26g,3mg,57mg,3mg,504mg,4.8,111, 3 hrs,
51,6648198,Sweet and Sour Pork Tenderloin,20 mins,35 mins,55 mins,4 ,4,297,11g,4g,82mg,515mg,23g,1g,20g,26g,12mg,35mg,2mg,573mg,4.6,309,,4 servings
52,6664359,Hong Kong Style Egg Tarts,25 mins,20 mins,45 mins,12 ,12,421,21g,12g,202mg,190mg,48g,1g,24g,10g,0mg,86mg,2mg,158mg,4.0,187,,12 tarts
53,6651014,Easy Fried Chinese Chicken Balls,15 mins,10 mins,55 mins,4 ,4,338,10g,2g,65mg,341mg,34g,1g,0g,27g,0mg,153mg,3mg,229mg,4.8,15,30 mins,4 chicken breasts
54,6664007,Chinese Green Bean Stir-Fry,20 mins,15 mins,35 mins,40 ,40,107,6g,1g,,368mg,12g,5g,2g,3g,25mg,60mg,2mg,333mg,4.1,90,,10 pounds
55,6583477,Beef with Vegetables,10 mins,30 mins,40 mins,4 ,4,267,20g,6g,40mg,538mg,9g,2g,4g,12g,27mg,26mg,2mg,372mg,4.4,91,,4 servings
56,6597661,Slow Cooker Mongolian Beef,10 mins, 4 hrs 10 mins, 4 hrs 30 mins,4 ,4,450,13g,4g,48mg,2392mg,55g,2g,38g,28g,6mg,94mg,3mg,620mg,4.0,418,10 mins,4 servings
57,6664801,Black Pepper Beef and Cabbage Stir Fry,15 mins,15 mins,30 mins,4 ,4,280,22g,7g,48mg,547mg,10g,3g,4g,12g,72mg,53mg,2mg,380mg,4.3,761,,4 servings
58,6597622,Stir-Fried Mushrooms with Baby Corn,10 mins,15 mins,25 mins,4 ,4,49,1g,0g,,448mg,8g,2g,3g,3g,21mg,16mg,1mg,340mg,4.3,37,,4 servings
59,6648899,Steamed Fish with Ginger,15 mins,10 mins,25 mins,2 ,2,361,17g,3g,73mg,1908mg,2g,1g,0g,48g,3mg,119mg,13mg,1110mg,4.8,109,,2 servings
60,6581530,Stir-Fry Pork with Ginger,15 mins,15 mins,30 mins,2 ,2,322,30g,7g,41mg,838mg,2g,0g,1g,9g,2mg,24mg,1mg,197mg,4.3,169,,2 servings
61,6582167,Chinese Lion's Head Soup,15 mins,20 mins,35 mins,4 ,4,431,34g,11g,130mg,991mg,7g,2g,2g,24g,33mg,120mg,2mg,649mg,4.6,139,,4 servings
62,6582079,Pork Chop Suey,45 mins,6 mins,51 mins,6 ,6,194,8g,2g,42mg,712mg,14g,2g,2g,16g,15mg,39mg,2mg,459mg,4.4,98,,6 servings
