,id_recipe,Prep Time:,Cook Time:,Additional Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:
46,6738535,10 mins,10 mins,,20 mins,4 ,4,387,29g,12g,53mg,368mg,29g,4g,5g,8g,11mg,121mg,1mg,411mg,4.7,373,
47,6663988,15 mins,,,15 mins,8 ,,,,,,,,,,,,,,,4.6,82,8 mojitos
48,6572593,10 mins,,,10 mins,4 ,4,152,1g,1g,5mg,24mg,36g,1g,33g,1g,10mg,57mg,0mg,89mg,4.7,441,
49,6736755,20 mins,35 mins, 1 hr, 1 hr 55 mins,12 ,12,430,37g,7g,121mg,536mg,16g,1g,2g,10g,10mg,24mg,1mg,388mg,4.7,"2,410",
50,6591017,40 mins,25 mins,, 1 hr 5 mins,8 ,8,152,4g,1g,6mg,703mg,26g,2g,7g,4g,3mg,12mg,1mg,186mg,4.4,205,4 cut rolls
51,6649655,15 mins,25 mins,,40 mins,8 ,8,189,7g,4g,19mg,259mg,26g,6g,3g,7g,38mg,60mg,2mg,688mg,4.7,461,
52,6649810, 1 hr, 1 hr,, 2 hrs,12 ,12,244,8g,5g,22mg,94mg,42g,1g,32g,2g,3mg,49mg,1mg,90mg,4.3,491,
53,6739629,10 mins,, 3 hrs, 3 hrs 10 mins,6 ,6,213,1g,0g,2mg,16mg,48g,1g,23g,3g,0mg,45mg,1mg,73mg,4.4,556,6 cups
54,6737942,30 mins,30 mins, 2 hrs, 3 hrs,8 ,8,480,27g,6g,77mg,650mg,29g,1g,4g,29g,1mg,195mg,3mg,312mg,4.2,181,
55,6736672,10 mins,, 2 hrs, 2 hrs 10 mins,6 ,,,,,,,,,,,,,,,4.6,960,
56,6739364,5 mins,,,5 mins,4 ,,,,,,,,,,,,,,,4.8,650,
57,6576519,5 mins,30 mins,,35 mins,4 ,4,402,41g,6g,,659mg,10g,5g,1g,3g,13mg,45mg,1mg,321mg,4.6,350,
58,6737102,10 mins,30 mins, 8 hrs, 8 hrs 40 mins,8 ,8,412,31g,7g,97mg,95mg,4g,1g,,31g,22mg,38mg,2mg,319mg,4.4,511,
59,6738780,15 mins,, 2 hrs, 2 hrs 15 mins,8 ,8,200,12g,2g,11mg,253mg,23g,1g,15g,1g,19mg,29mg,0mg,108mg,4.8,"3,334",
60,6649809,10 mins,,,10 mins,6 ,6,126,10g,2g,,9mg,10g,6g,3g,2g,30mg,20mg,1mg,474mg,4.6,347,
61,6738342,10 mins,30 mins,,40 mins,6 ,6,179,13g,8g,31mg,95mg,17g,2g,3g,3g,6mg,5mg,1mg,246mg,4.6,544,6 ears of corn
62,6664703,15 mins,,30 mins,45 mins,8 ,8,21,0g,,,1mg,5g,1g,4g,0g,17mg,6mg,0mg,70mg,4.7,507,
