,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Yield:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:
13,6589647,40 mins,20 mins, 2 hrs,8 ,8 servings,8,579,48g,9g,81mg,448mg,22g,6g,4g,18g,32mg,119mg,3mg,776mg,4.5,4, 1 hr
14,6565101,15 mins,15 mins,30 mins,4 ,8 crab cakes,4,398,25g,4g,140mg,881mg,18g,0g,1g,29g,7mg,81mg,1mg,516mg,4.9,11,
15,6595023,10 mins,10 mins,20 mins,8 ,16 crab cakes,8,136,6g,1g,68mg,565mg,5g,0g,0g,14g,2mg,44mg,1mg,261mg,4.7,37,
16,6569389,,,,4 ,4 servings,4,433,31g,5g,150mg,648mg,14g,2g,0g,27g,25mg,150mg,2mg,513mg,4.6,74,
17,6573350,15 mins,15 mins,30 mins,6 ,12 mini crab cakes,6,198,6g,1g,164mg,888mg,3g,0g,0g,32g,9mg,225mg,1mg,583mg,2.0,1,
18,6592358,20 mins,15 mins,35 mins,2 ,4 crab cakes,2,869,74g,21g,205mg,1653mg,28g,1g,1g,33g,15mg,95mg,2mg,565mg,,,
19,6605522,30 mins,45 mins, 1 hr 45 mins,6 ,6 servings,6,403,23g,13g,129mg,855mg,36g,3g,8g,14g,22mg,141mg,2mg,752mg,3.9,9,30 mins
20,6564417,10 mins,20 mins,30 mins,4 ,4 large crab cakes,4,192,7g,1g,135mg,693mg,3g,0g,0g,28g,4mg,81mg,1mg,491mg,4.0,1,
21,6574458,9 mins,6 mins,15 mins,8 ,6 to 8 crab cakes,8,295,27g,4g,75mg,368mg,2g,0g,0g,13g,2mg,68mg,1mg,237mg,4.3,42,
22,6574216,10 mins,15 mins,25 mins,3 ,3 crab cakes,3,557,34g,6g,147mg,1315mg,56g,1g,7g,14g,1mg,21mg,1mg,102mg,4.0,5,
23,6589370,15 mins,30 mins, 1 hr 15 mins,4 ,4 crab cakes,4,203,10g,2g,131mg,840mg,8g,0g,1g,20g,4mg,191mg,2mg,349mg,4.2,6,30 mins
24,6583579,15 mins,20 mins, 1 hr 35 mins,4 ,4 servings,4,326,23g,7g,141mg,658mg,16g,2g,3g,14g,12mg,95mg,2mg,170mg,,, 1 hr
25,6584076,30 mins,15 mins, 1 hr,4 ,8 crab cakes,4,835,63g,18g,167mg,1011mg,49g,3g,6g,20g,38mg,230mg,4mg,467mg,,,15 mins
26,6563551,20 mins,10 mins, 1 hr,2 ,6 crab cakes,2,668,49g,9g,211mg,1434mg,30g,2g,,29g,8mg,204mg,4mg,504mg,,,30 mins
27,6602474,30 mins,15 mins,45 mins,8 ,8 servings,8,312,11g,1g,154mg,1216mg,18g,2g,1g,31g,16mg,170mg,3mg,480mg,,,
28,6600504,10 mins,15 mins,25 mins,2 ,2 servings,2,471,39g,23g,259mg,712mg,13g,2g,2g,20g,3mg,89mg,2mg,150mg,,,
29,6592682,20 mins,20 mins, 1 hr 10 mins,12 ,12 servings,12,131,7g,2g,51mg,277mg,8g,0g,0g,10g,2mg,68mg,1mg,163mg,4.5,2,30 mins
30,6567201,20 mins,10 mins,30 mins,6 ,6 cakes,6,166,10g,2g,47mg,582mg,12g,1g,1g,7g,9mg,40mg,1mg,142mg,,,
31,6562216,40 mins,20 mins, 1 hr,8 ,8 servings,8,306,10g,2g,109mg,599mg,38g,2g,14g,24g,34mg,90mg,1mg,198mg,,,
32,6567099,15 mins,10 mins,25 mins,3 ,6 crab cakes,3,290,13g,4g,190mg,696mg,4g,0g,,37g,7mg,108mg,1mg,653mg,,,
