,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Yield:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:
16,6574192,10 mins,, 2 hrs 10 mins,6 ,,6,351,18g,14g,11mg,381mg,39g,1g,36g,12g,7mg,59mg,0mg,164mg,4.7,23, 2 hrs
17,6572681,10 mins,, 4 hrs 10 mins,6 ,6 servings,6,125,5g,4g,11mg,148mg,15g,1g,9g,3g,1mg,18mg,0mg,86mg,4.7,48, 4 hrs
18,6603476,10 mins,5 mins, 3 hrs,6 ,6 servings,6,373,23g,16g,42mg,191mg,40g,2g,35g,5g,2mg,51mg,1mg,193mg,4.6,81, 2 hrs 45 mins
19,6587967,20 mins,5 mins, 4 hrs 25 mins,8 ,1 quart,8,99,2g,0g,,416mg,20g,1g,19g,2g,3mg,20mg,0mg,87mg,4.3,9, 4 hrs
20,6577988,15 mins,15 mins, 8 hrs 30 mins,10 ,10 servings,10,203,6g,5g,2mg,100mg,35g,0g,19g,3g,6mg,67mg,0mg,148mg,4.6,73, 8 hrs
21,6571635,5 mins,,35 mins,6 ,6 servings,6,183,4g,4g,5mg,519mg,18g,,9g,16g,1mg,96mg,0mg,,4.4,43,30 mins
22,6603147,5 mins,, 1 hr,9 ,8 to 10 servings,9,532,24g,12g,22mg,152mg,76g,2g,57g,6g,7mg,78mg,1mg,205mg,4.6,56,55 mins
23,6590010,15 mins,, 3 hrs,20 ,20 servings,20,131,4g,0g,,48mg,24g,1g,18g,2g,0mg,7mg,0mg,33mg,4.8,12, 2 hrs 45 mins
24,6562798,10 mins,, 8 hrs 10 mins,8 ,8 servings,8,449,20g,10g,,141mg,63g,1g,53g,5g,3mg,21mg,1mg,106mg,5.0,2, 8 hrs
25,6590738,,,,9 ,6 to 10 servings,9,249,12g,3g,10mg,116mg,35g,2g,32g,4g,6mg,30mg,1mg,185mg,4.3,23,
26,6738447,20 mins,, 4 hrs 50 mins,8 ,,8,200,14g,3g,15mg,378mg,15g,1g,14g,5g,13mg,17mg,0mg,129mg,4.2,5, 4 hrs 30 mins
27,6589796,15 mins,5 mins, 2 hrs 50 mins,8 ,,8,245,7g,6g,,267mg,45g,1g,40g,2g,21mg,13mg,0mg,111mg,4.6,72, 2 hrs 30 mins
28,6570647,15 mins,, 5 hrs 15 mins,8 ,,8,133,0g,,,140mg,33g,2g,30g,3g,9mg,22mg,0mg,201mg,4.7,43, 5 hrs
29,6605058,15 mins,15 mins, 2 hrs 30 mins,12 ,,12,485,10g,7g,52mg,199mg,92g,2g,71g,5g,12mg,35mg,1mg,282mg,4.5,23, 2 hrs
30,6576277,15 mins,,15 mins,15 ,15 servings,15,134,4g,3g,,96mg,24g,0g,24g,2g,6mg,3mg,0mg,25mg,4.5,50,
31,6590152,10 mins,15 mins, 4 hrs 40 mins,18 ,1 9x13-inch salad,18,258,13g,5g,14mg,324mg,33g,1g,24g,3g,13mg,21mg,1mg,64mg,4.6,173, 4 hrs 15 mins
32,6582620,15 mins,, 8 hrs 15 mins,12 ,,12,209,7g,1g,,51mg,37g,2g,34g,3g,18mg,18mg,1mg,144mg,4.7,12, 8 hrs
33,6581533,20 mins,, 8 hrs 20 mins,12 ,,12,231,11g,3g,10mg,82mg,32g,2g,13g,3g,2mg,23mg,1mg,103mg,4.8,51, 8 hrs
34,6598768,15 mins,, 3 hrs 15 mins,12 ,,12,141,9g,6g,22mg,67mg,12g,,12g,3g,1mg,40mg,0mg,57mg,4.5,29, 3 hrs
35,6648943,30 mins,, 8 hrs 30 mins,10 ,,10,433,18g,11g,14mg,169mg,61g,,22g,9g,1mg,121mg,0mg,154mg,4.6,5, 8 hrs
36,6572755,10 mins,, 2 hrs 10 mins,8 ,,8,129,5g,1g,,175mg,20g,1g,19g,3g,4mg,13mg,0mg,69mg,4.4,19, 2 hrs
37,6736938,25 mins,, 8 hrs 25 mins,12 ,,12,351,21g,9g,48mg,100mg,41g,3g,,4g,14mg,43mg,1mg,166mg,4.8,132, 8 hrs
38,6583552,5 mins,, 6 hrs 15 mins,6 ,,6,119,,,,107mg,29g,0g,28g,3g,16mg,8mg,0mg,64mg,4.5,35, 6 hrs 10 mins
39,6583664,10 mins,, 3 hrs 10 mins,24 ,24 servings,24,,,,,1mg,,,,,,1mg,,0mg,5.0,3, 3 hrs
40,6571575,15 mins,5 mins, 2 hrs 50 mins,9 ,,9,184,0g,,,87mg,46g,1g,38g,2g,13mg,14mg,0mg,126mg,4.7,28, 2 hrs 30 mins
41,6565153,25 mins,, 2 hrs 25 mins,9 ,,9,501,22g,9g,42mg,531mg,62g,3g,18g,19g,16mg,113mg,1mg,418mg,4.3,3, 2 hrs
42,6573280,10 mins,, 6 hrs 10 mins,24 ,,24,94,4g,3g,8mg,48mg,14g,0g,13g,1g,1mg,23mg,0mg,32mg,4.6,11, 6 hrs
43,6575200,15 mins,, 1 hr 15 mins,8 ,8 servings,8,204,9g,4g,,183mg,31g,1g,26g,1g,7mg,15mg,0mg,116mg,4.7,14, 1 hr
44,6593854,30 mins,, 2 hrs 30 mins,10 ,1 9-inch dessert cake,10,357,18g,11g,65mg,335mg,47g,2g,24g,5g,7mg,86mg,1mg,116mg,4.6,8, 2 hrs
45,6601665,10 mins,5 mins, 2 hrs,6 ,6 servings,6,141,0g,,,4mg,35g,0g,32g,2g,47mg,12mg,0mg,173mg,5.0,7, 1 hr 45 mins
46,6570815,10 mins,, 4 hrs 10 mins,6 ,6 servings,6,372,14g,5g,12mg,281mg,56g,1g,16g,7g,1mg,125mg,1mg,188mg,4.6,11, 4 hrs
47,6589430,10 mins,10 mins, 4 hrs 30 mins,6 ,6 servings,6,298,23g,14g,71mg,38mg,22g,1g,18g,3g,3mg,73mg,0mg,102mg,4.6,14, 4 hrs 10 mins
48,6592999,10 mins,, 4 hrs 10 mins,12 ,1 pint,12,26,,,,5mg,7g,,6g,,10mg,1mg,0mg,1mg,3.5,11, 4 hrs
49,6605488,15 mins,, 4 hrs 35 mins,8 ,,8,260,5g,1g,,128mg,54g,3g,50g,3g,9mg,23mg,0mg,135mg,5.0,1, 4 hrs 20 mins
50,6575896,15 mins,, 4 hrs 15 mins,8 ,8 servings,8,414,31g,6g,24mg,410mg,29g,1g,26g,9g,4mg,111mg,0mg,190mg,4.7,57, 4 hrs
51,6576635,20 mins,5 mins, 4 hrs 25 mins,8 ,,8,430,18g,13g,54mg,206mg,65g,1g,57g,6g,7mg,37mg,1mg,243mg,4.4,13, 4 hrs
52,6576049,5 mins,5 mins, 8 hrs 10 mins,4 ,4 servings,4,119,2g,1g,6mg,31mg,22g,1g,21g,4g,1mg,76mg,0mg,139mg,4.8,17, 8 hrs
53,6598457,15 mins,, 3 hrs 15 mins,6 ,6 servings,6,544,29g,18g,109mg,88mg,70g,0g,46g,3g,1mg,57mg,0mg,63mg,4.3,9, 3 hrs
54,6594746,20 mins, 2 hrs, 2 hrs 20 mins,6 ,6 servings,6,205,7g,1g,,54mg,36g,2g,32g,3g,6mg,64mg,1mg,243mg,4.8,23,
55,6574050,10 mins,,55 mins,9 ,9 servings,9,212,0g,,,88mg,54g,3g,49g,2g,21mg,20mg,0mg,134mg,4.8,6,45 mins
56,6570421,20 mins,, 8 hrs 50 mins,12 ,12 servings,12,231,14g,9g,37mg,120mg,24g,1g,18g,3g,2mg,63mg,0mg,88mg,4.6,12, 8 hrs 30 mins
57,6568258,10 mins,5 mins, 3 hrs 15 mins,10 ,10 servings,10,132,3g,2g,9mg,67mg,26g,1g,25g,2g,6mg,22mg,1mg,135mg,3.8,4, 3 hrs
58,6563036,5 mins,, 2 hrs 5 mins,9 ,8 to 10 servings,9,311,14g,11g,15mg,483mg,33g,0g,30g,15g,3mg,62mg,0mg,90mg,4.5,32, 2 hrs
59,6575337,5 mins,5 mins, 2 hrs 10 mins,8 ,8 servings,8,440,16g,10g,43mg,163mg,71g,2g,45g,5g,3mg,82mg,1mg,197mg,4.7,84, 2 hrs
