,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:,Yield:
12,6585778,Mushy Peas,5 mins,10 mins,15 mins,4 ,4,132,9g,5g,28mg,396mg,10g,3g,4g,4g,13mg,28mg,1mg,121mg,4.3,90,,
13,6664866,Blackened Chicken,10 mins,10 mins,20 mins,2 ,2,135,3g,1g,67mg,205mg,1g,0g,0g,25g,1mg,20mg,1mg,228mg,4.4,"1,201",,2 chicken breast halves
14,6663205,Brazilian Cheese Bread (Pao de Queijo),10 mins,20 mins,40 mins,6 ,6,385,23g,5g,71mg,555mg,40g,,1g,6g,0mg,131mg,1mg,67mg,4.4,354,10 mins,6 breads
15,6648875,Rosemary Braised Lamb Shanks,20 mins, 3 hrs 5 mins, 3 hrs 25 mins,6 ,6,481,22g,8g,93mg,759mg,18g,3g,7g,30g,19mg,99mg,5mg,1020mg,4.7,512,,
16,6737319,Black Bean and Corn Salad,25 mins,,25 mins,6 ,6,391,25g,3g,,830mg,35g,12g,4g,11g,45mg,71mg,4mg,468mg,4.7,"1,967",,
17,6650098,Crisp Pickled Green Beans,15 mins,20 mins,14 days 8 hrs 35 mins,48 ,48,8,,,,2mg,2g,1g,0g,1g,4mg,11mg,0mg,55mg,4.6,170,14 days 8 hrs,6 (1/2-pint) jars
18,6648939,Sirloin Steak with Garlic Butter,20 mins,10 mins,30 mins,8 ,8,453,32g,16g,151mg,167mg,1g,0g,0g,38g,1mg,22mg,4mg,509mg,4.4,"1,053",,
19,6600990,Hot Water Cornbread,10 mins,5 mins,15 mins,6 ,6,95,3g,1g,,396mg,16g,2g,1g,2g,,2mg,1mg,59mg,4.4,193,,12 cakes
20,6739624,Make-Ahead Mashed Potatoes,10 mins, 1 hr 10 mins, 2 hrs 5 mins,12 ,12,245,9g,6g,25mg,370mg,36g,3g,1g,6g,0mg,46mg,0mg,62mg,4.7,473,45 mins,
21,6648557,Quick Almond Flour Pancakes,10 mins,10 mins,20 mins,4 ,4,240,19g,2g,93mg,181mg,10g,3g,4g,10g,,17mg,1mg,44mg,4.3,349,,4 pancakes
22,6664109,Baby Spinach Omelet,5 mins,10 mins,15 mins,1 ,1,186,12g,5g,379mg,279mg,3g,1g,1g,16g,9mg,169mg,3mg,317mg,4.5,367,,
23,6664201,Sautéed Apples,5 mins,15 mins,20 mins,8 ,8,143,6g,4g,15mg,45mg,24g,3g,20g,0g,5mg,18mg,0mg,128mg,4.8,"1,783",,4 cups
24,6738315,Grilled Sea Bass,20 mins,20 mins,40 mins,6 ,6,232,12g,5g,78mg,237mg,1g,0g,0g,28g,2mg,22mg,1mg,405mg,4.7,414,,
25,6648270,Beef Pot Roast,20 mins, 2 hrs, 2 hrs 30 mins,8 ,8,551,42g,17g,161mg,446mg,2g,0g,1g,39g,1mg,28mg,5mg,644mg,4.5,743,10 mins,
26,6584826,Slow Cooker Creamed Corn,5 mins, 2 hrs, 2 hrs 5 mins,12 ,12,193,15g,9g,42mg,114mg,14g,1g,3g,3g,3mg,31mg,0mg,139mg,4.6,755,,
27,6590120,4-Ingredient Keto Peanut Butter Cookies,10 mins,15 mins,25 mins,12 ,12,133,11g,2g,16mg,105mg,12g,1g,2g,6g,,12mg,1mg,146mg,4.1,115,,12 cookies
28,6664784,Basic Keto Cheese Crisps,5 mins,10 mins,20 mins,4 ,4,139,11g,7g,36mg,214mg,0g,,0g,9g,,249mg,0mg,34mg,4.7,113,5 mins,24 crisps
29,6584902,Asparagus Wrapped in Crisp Prosciutto,5 mins,15 mins,20 mins,4 ,4,255,22g,8g,51mg,1114mg,3g,1g,,13g,4mg,15mg,2mg,129mg,4.6,281,,16 spears
30,6739555,90-Second Keto Bread in a Mug,5 mins,2 mins,9 mins,1 ,1,408,36g,10g,194mg,542mg,10g,4g,2g,15g,,162mg,1mg,63mg,4.7,433,2 mins,
31,6663895,The Best Mashed Potatoes,5 mins,15 mins,20 mins,12 ,12,381,22g,14g,64mg,356mg,36g,3g,0g,12g,3mg,181mg,1mg,75mg,4.5,472,,
32,6571006,Pesto Spaghetti Squash,25 mins, 1 hr 5 mins, 1 hr 40 mins,6 ,6,161,11g,5g,20mg,461mg,14g,1g,2g,4g,20mg,132mg,1mg,306mg,4.5,225,10 mins,
33,6575205,Smoked Fish Dip,15 mins,,15 mins,16 ,16,25,0g,0g,6mg,202mg,1g,,1g,4g,0mg,11mg,0mg,76mg,4.6,106,,2 cups
34,6663526,Flourless Chocolate Cake,25 mins,45 mins, 9 hrs 10 mins,16 ,16,341,24g,14g,102mg,66mg,28g,2g,24g,5g,,15mg,1mg,149mg,4.7,"1,058", 8 hrs,1 10-inch round cake
35,6664227,Buffalo Cauliflower,15 mins,30 mins,55 mins,4 ,4,218,7g,4g,15mg,907mg,36g,10g,10g,9g,154mg,69mg,1mg,919mg,4.3,334,10 mins,
36,6737196,Green Grape Salad,15 mins,,15 mins,8 ,8,479,27g,11g,43mg,104mg,60g,4g,55g,6g,25mg,93mg,1mg,557mg,4.8,664,,
37,6650192,Super Easy Peanut Butter Cookies,5 mins,20 mins,30 mins,24 ,24,79,6g,1g,8mg,43mg,7g,1g,5g,2g,,1mg,,3mg,4.3,48,5 mins,24 cookies
38,6605506,Dill Dip,5 mins,, 8 hrs 5 mins,32 ,32,131,14g,4g,12mg,130mg,1g,0g,,1g,0mg,25mg,0mg,36mg,4.5,338, 8 hrs,4 cups
39,6648629,Snow Ice Cream,20 mins,,20 mins,8 ,8,132,1g,1g,5mg,40mg,28g,,28g,2g,0mg,87mg,,99mg,4.6,250,,
40,6664946,Chakchouka (Shakshouka),20 mins,20 mins,40 mins,4 ,4,209,15g,3g,164mg,654mg,13g,3g,7g,8g,65mg,60mg,2mg,511mg,4.7,398,,
41,6741042,Mayo Chicken,15 mins, 1 hr 10 mins, 1 hr 25 mins,6 ,6,579,48g,10g,117mg,791mg,2g,0g,1g,34g,0mg,96mg,2mg,290mg,4.6,218,,
42,6737277,Spinach and Strawberry Salad,10 mins,,10 mins,8 ,8,235,16g,2g,,69mg,23g,4g,17g,4g,73mg,135mg,3mg,621mg,4.8,"1,794",,
43,6578549,Asian-Style Ground Beef Cabbage Wraps,20 mins,20 mins,40 mins,4 ,4,283,15g,6g,79mg,450mg,11g,3g,4g,24g,24mg,55mg,3mg,578mg,4.8,8,,
44,6648319,Ultimate Low-Carb Zucchini Lasagna,20 mins, 1 hr, 1 hr 20 mins,6 ,6,424,27g,12g,117mg,1427mg,15g,3g,8g,30g,15mg,476mg,3mg,667mg,4.8,135,,1 8-inch baking dish
45,6663996,Pignoli Cookies,30 mins,15 mins,45 mins,36 ,36,101,6g,1g,,7mg,11g,1g,6g,3g,0mg,18mg,1mg,70mg,4.4,192,,3 dozen
46,6602362,No-Bake Chocolate Coconut Cookies,10 mins,10 mins,20 mins,24 ,24,157,6g,2g,0mg,56mg,26g,2g,18g,2g,,15mg,1mg,85mg,4.5,131,,24 cookies
47,6650898,Irish Potato Candy,20 mins,,30 mins,60 ,60,59,2g,2g,4mg,20mg,10g,0g,9g,0g,,3mg,0mg,14mg,4.4,306,10 mins,5 dozen
48,6569846,Gluten-Free Bread in a Bread Machine,10 mins, 1 hr, 2 hrs 40 mins,8 ,8,198,5g,1g,47mg,340mg,35g,6g,3g,6g,,52mg,1mg,48mg,4.7,32, 1 hr 30 mins,1 loaf
49,6602701,Gluten-Free Sugar Cookies,20 mins,10 mins, 1 hr 45 mins,40 ,40,88,5g,3g,23mg,82mg,10g,,10g,1g,,11mg,0mg,7mg,4.4,84, 1 hr 15 mins,40 cookies
50,6650588,Broiled Scallops,5 mins,6 mins,11 mins,3 ,3,273,9g,5g,95mg,2232mg,7g,0g,0g,38g,11mg,60mg,1mg,755mg,4.3,738,,
51,6737284,Pan-Seared Salmon,10 mins,10 mins,20 mins,4 ,4,371,25g,5g,99mg,300mg,2g,1g,,34g,17mg,31mg,1mg,630mg,4.5,262,,
52,6738161,Quinoa and Black Beans,15 mins,35 mins,50 mins,10 ,10,153,2g,0g,,517mg,28g,8g,2g,8g,5mg,41mg,2mg,333mg,4.7,"6,025",,
53,6649683,Quick and Simple Broccoli and Cheese,5 mins,10 mins,15 mins,4 ,4,152,14g,9g,38mg,166mg,4g,2g,1g,6g,40mg,144mg,1mg,167mg,4.1,101,,
54,6584213,Serbian Ćevapčići,15 mins,30 mins,45 mins,4 ,4,690,46g,18g,223mg,1097mg,2g,1g,0g,63g,3mg,55mg,5mg,879mg,4.6,80,,
55,6602140,Colored Sugar,5 mins,,5 mins,64 ,64,774,,,,,200g,,200g,,,2mg,,4mg,4.9,182,,1 cup
56,6576264,Easy Gluten-Free Macaroni and Cheese,15 mins,45 mins, 1 hr,8 ,8,483,28g,17g,84mg,746mg,38g,1g,,21g,0mg,553mg,1mg,240mg,4.5,55,,
57,6738723,Easy Cabbage Rolls,30 mins, 8 hrs, 8 hrs 30 mins,6 ,6,246,11g,4g,84mg,748mg,18g,2g,7g,19g,27mg,64mg,3mg,455mg,4.3,"1,678",,
58,6598350,Low-Carb Keto Cheese Taco Shells,10 mins,10 mins,30 mins,4 ,4,228,19g,12g,59mg,351mg,1g,,0g,14g,,407mg,0mg,55mg,4.9,19,10 mins,4 taco shells
59,6569777,Super Grouper,10 mins,10 mins,20 mins,4 ,4,465,31g,16g,147mg,410mg,1g,0g,0g,44g,4mg,47mg,2mg,865mg,4.1,126,,
60,6604130,Easy Crustless Pumpkin Pie,10 mins,30 mins,40 mins,8 ,8,48,1g,0g,1mg,172mg,7g,2g,4g,4g,2mg,73mg,1mg,225mg,4.4,21,,1 (9-inch) pie
61,6739852,Roast Leg of Lamb with Rosemary,15 mins, 1 hr 20 mins, 9 hrs 45 mins,10 ,10,553,39g,17g,157mg,379mg,8g,0g,7g,41g,1mg,25mg,6mg,579mg,4.6,724, 8 hrs 10 mins,
62,6650553,Grilled Marinated Shrimp,15 mins,10 mins, 2 hrs 25 mins,6 ,6,447,38g,5g,230mg,800mg,4g,1g,0g,25g,25mg,75mg,5mg,308mg,4.8,"1,699", 2 hrs,
