,id_recipe,Prep Time:,Cook Time:,Additional Time:,Total Time:,Servings:,Yield:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count
32,6571644,30 mins,20 mins,,50 mins,24 ,2 dozen muffins,24,135,4g,0g,16mg,231mg,22g,2g,3g,4g,2mg,75mg,1mg,137mg,4.6,38
33,6598161,15 mins, 1 hr 5 mins,30 mins, 1 hr 50 mins,24 ,24 servings,24,85,1g,1g,11mg,78mg,17g,1g,13g,1g,2mg,29mg,0mg,55mg,4.4,18
34,6580754,15 mins, 1 hr,, 1 hr 15 mins,16 ,2 9x5-inch loaves,16,184,1g,0g,35mg,258mg,40g,1g,21g,4g,3mg,25mg,1mg,107mg,3.8,6
35,6592825,15 mins,50 mins,30 mins, 1 hr 35 mins,20 ,2 8x4-inch loaves,20,283,12g,1g,28mg,187mg,42g,1g,26g,3g,3mg,19mg,1mg,94mg,4.9,21
36,6664894,20 mins,40 mins,30 mins, 1 hr 30 mins,12 ,2 8x8-inch pans,12,435,17g,2g,47mg,361mg,65g,2g,39g,7g,4mg,54mg,2mg,162mg,4.8,49
37,6583970,25 mins, 1 hr,, 1 hr 25 mins,20 ,2 9x5-inch loaves,20,315,16g,5g,40mg,384mg,41g,2g,25g,4g,4mg,86mg,1mg,161mg,4.1,19
38,6586284,15 mins,25 mins,,40 mins,12 ,12 muffins,12,118,5g,1g,14mg,92mg,17g,1g,11g,2g,2mg,12mg,1mg,67mg,4.6,50
39,6585805,20 mins,25 mins,,45 mins,12 ,12 muffins,12,278,13g,3g,21mg,181mg,38g,1g,21g,3g,4mg,51mg,1mg,108mg,4.7,63
40,6577268,15 mins, 1 hr,5 mins, 1 hr 20 mins,10 ,1 9x5-inch loaf,10,284,12g,1g,33mg,280mg,42g,1g,21g,2g,2mg,47mg,0mg,56mg,4.8,49
41,6736817,25 mins,45 mins, 1 hr, 2 hrs 10 mins,20 ,2 9x5-inch loaves,20,293,15g,2g,38mg,258mg,35g,1g,16g,5g,3mg,29mg,2mg,149mg,4.6,65
42,6568292,25 mins,20 mins,,45 mins,21 ,21 muffins,21,227,12g,6g,50mg,254mg,28g,1g,13g,4g,2mg,23mg,1mg,121mg,4.6,9
43,6589339,10 mins, 1 hr,, 1 hr 10 mins,24 ,2 loaves,24,248,13g,2g,23mg,165mg,30g,1g,17g,3g,3mg,19mg,1mg,86mg,4.7,"1,010"
44,6601928,10 mins,20 mins,,30 mins,12 ,12 muffins,12,295,13g,3g,31mg,245mg,41g,1g,22g,5g,3mg,69mg,2mg,115mg,4.5,126
45,6596059,15 mins, 1 hr,, 1 hr 15 mins,24 ,2 loaves,24,271,13g,2g,23mg,218mg,36g,1g,22g,4g,3mg,21mg,1mg,133mg,4.7,79
46,6571983,15 mins,50 mins,10 mins, 1 hr 15 mins,20 ,2 9x5-inch loaves,20,163,4g,1g,28mg,150mg,29g,1g,14g,4g,3mg,52mg,1mg,195mg,4.3,48
47,6595017,15 mins, 1 hr,, 1 hr 15 mins,12 ,1 loaf,12,220,10g,2g,16mg,242mg,31g,1g,13g,3g,9mg,70mg,1mg,84mg,4.8,4
48,6567765,20 mins,40 mins,10 mins, 1 hr 10 mins,8 ,1 9x5-inch loaf,8,439,16g,2g,47mg,304mg,70g,1g,42g,5g,3mg,102mg,3mg,119mg,4.0,1
49,6601839,30 mins, 1 hr,10 mins, 1 hr 40 mins,24 ,2 loaves,24,215,10g,1g,23mg,165mg,29g,1g,17g,3g,2mg,11mg,1mg,51mg,4.6,73
50,6590394,20 mins,50 mins,, 1 hr 10 mins,8 ,1 loaf,8,269,10g,3g,47mg,377mg,43g,4g,23g,5g,6mg,52mg,2mg,259mg,4.8,16
51,6739221,15 mins,20 mins,20 mins,55 mins,24 ,24 muffins,24,207,8g,1g,24mg,186mg,33g,2g,21g,4g,2mg,44mg,1mg,144mg,4.6,322
52,6593049,20 mins, 1 hr 5 mins,10 mins, 1 hr 35 mins,20 ,2 loaves,20,262,12g,1g,37mg,250mg,35g,2g,20g,4g,4mg,25mg,1mg,156mg,4.8,48
53,6590674,15 mins,40 mins,,55 mins,24 ,2 loaves,24,291,17g,6g,33mg,194mg,35g,2g,23g,4g,2mg,22mg,2mg,138mg,4.5,8
54,6741771,15 mins,25 mins, 1 hr, 1 hr 40 mins,12 ,12 muffins,12,210,6g,4g,31mg,278mg,35g,1g,21g,4g,8mg,67mg,1mg,124mg,4.5,84
55,6592842,20 mins, 1 hr, 1 hr, 2 hrs 20 mins,18 ,2 9x5-inch loaves,18,359,18g,2g,31mg,290mg,48g,2g,29g,5g,4mg,28mg,2mg,175mg,4.8,62
56,6604318,5 mins, 3 hrs,, 3 hrs 5 mins,10 ,1 to 1 - pound loaf,10,153,2g,0g,,235mg,28g,2g,2g,5g,2mg,16mg,2mg,105mg,4.5,60
57,6597540,20 mins, 1 hr,20 mins, 1 hr 40 mins,12 ,2 8x4-inch loaves,12,350,10g,1g,,389mg,63g,2g,36g,4g,9mg,75mg,2mg,233mg,3.8,18
58,6584226,20 mins,50 mins,10 mins, 1 hr 20 mins,12 ,1 - 9x5 inch loaf,12,205,8g,1g,16mg,205mg,31g,2g,18g,3g,5mg,66mg,1mg,91mg,4.4,30
59,6592849,20 mins, 1 hr, 1 hr, 2 hrs 20 mins,24 ,2 loaves,24,190,9g,1g,24mg,183mg,26g,2g,13g,4g,3mg,35mg,1mg,116mg,4.5,62
60,6586117,15 mins,50 mins,10 mins, 1 hr 15 mins,36 ,3 loaves,36,242,10g,2g,31mg,184mg,36g,1g,23g,3g,3mg,23mg,1mg,74mg,4.7,13
61,6599517,20 mins,50 mins,, 1 hr 10 mins,8 ,2 loaf pans or 24 muffins,8,561,17g,3g,70mg,539mg,99g,6g,62g,8g,6mg,59mg,1mg,137mg,3.7,11
62,6562167,20 mins,35 mins,,55 mins,20 ,5 mini loaves,20,302,16g,10g,25mg,211mg,38g,1g,21g,4g,2mg,30mg,1mg,101mg,5.0,2
