,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
34,6599489,20 mins,30 mins, 1 hr,9 ,9,253,10g,7g,27mg,250mg,40g,2g,29g,2g,3mg,55mg,1mg,89mg,4.4,121,1 9x9-inch crumble,10 mins
35,6592766,15 mins,30 mins,45 mins,6 ,6,361,16g,10g,41mg,111mg,56g,2g,41g,2g,3mg,16mg,1mg,102mg,4.6,"1,201",1 (8-inch) crisp,
36,6584065,15 mins,20 mins,35 mins,2 ,2,710,24g,15g,61mg,288mg,120g,6g,67g,7g,7mg,100mg,3mg,246mg,4.0,3,2 servings,
37,6591974,15 mins,45 mins, 1 hr,8 ,8,248,12g,7g,31mg,75mg,36g,1g,27g,1g,1mg,8mg,1mg,34mg,4.6,7,1 8x10-inch crumble,
38,6575112,20 mins,30 mins,50 mins,6 ,6,449,14g,8g,40mg,97mg,81g,9g,47g,6g,10mg,104mg,2mg,457mg,4.4,66,,
39,6737170,15 mins,35 mins,50 mins,6 ,6,330,5g,3g,41mg,141mg,70g,2g,52g,4g,3mg,32mg,1mg,138mg,3.8,291,1 to 9 - inch square pan,
40,6649378,45 mins,20 mins, 1 hr 5 mins,48 ,48,109,6g,4g,15mg,43mg,13g,1g,6g,1g,1mg,10mg,0mg,40mg,4.3,260,4 dozen apple crisp cups,
41,6739384,,,,18 ,18,319,16g,10g,41mg,116mg,43g,3g,24g,3g,3mg,31mg,1mg,136mg,4.4,"1,182",1 - 9x13 inch pan,
42,6576097,10 mins,25 mins,35 mins,2 ,2,238,7g,4g,18mg,132mg,44g,4g,29g,2g,6mg,31mg,1mg,183mg,4.7,3,2 servings,
43,6575569,15 mins,45 mins, 1 hr,8 ,8,606,26g,11g,31mg,90mg,92g,3g,62g,5g,8mg,41mg,2mg,228mg,4.4,320,1 - 9x13 inch dish,
44,6571709,30 mins,45 mins, 1 hr 15 mins,12 ,12,280,12g,5g,20mg,95mg,44g,5g,27g,3g,4mg,32mg,1mg,209mg,4.6,105,1 (9x13-inch) apple crisp,
45,6739116,15 mins,22 mins,47 mins,8 ,8,364,15g,9g,38mg,152mg,58g,4g,40g,3g,9mg,34mg,3mg,177mg,4.7,97,8 servings,10 mins
46,6580802,5 mins,15 mins,20 mins,2 ,2,321,13g,8g,31mg,368mg,51g,1g,44g,1g,,32mg,1mg,63mg,4.6,29,2 servings,
47,6664286,15 mins,45 mins, 1 hr,20 ,20,150,5g,1g,,61mg,26g,1g,17g,2g,10mg,24mg,1mg,175mg,4.6,30,1 9x13-inch crisp,
48,6575616,20 mins,40 mins, 1 hr,6 ,6,236,9g,5g,20mg,64mg,39g,4g,25g,3g,42mg,108mg,1mg,404mg,4.5,173,6 servings,
49,6595195,15 mins,25 mins,40 mins,4 ,4,325,15g,9g,38mg,257mg,48g,3g,35g,2g,4mg,43mg,1mg,156mg,5.0,2,4 mini apple crisps,
50,6599732,20 mins,35 mins,55 mins,8 ,8,317,12g,7g,31mg,89mg,53g,2g,39g,2g,3mg,42mg,1mg,181mg,4.5,468,8 servings,
51,6585736,10 mins,30 mins,40 mins,10 ,10,436,15g,7g,24mg,426mg,73g,1g,28g,3g,4mg,114mg,1mg,188mg,4.8,11,1 9x12-inch glass dish,
52,6570194,15 mins,20 mins,40 mins,6 ,6,292,16g,10g,41mg,113mg,36g,2g,20g,3g,4mg,41mg,1mg,136mg,4.4,19,6 servings,5 mins
53,6578801,30 mins, 1 hr 10 mins, 1 hr 40 mins,18 ,18,222,8g,4g,14mg,85mg,38g,3g,26g,2g,4mg,43mg,1mg,162mg,4.7,171,1 - 9x13 baking dish,
54,6592560,20 mins,30 mins,50 mins,8 ,8,275,8g,5g,20mg,244mg,50g,3g,33g,3g,7mg,24mg,1mg,109mg,4.0,8,1 (8-inch) square baking dish,
55,6568664,20 mins, 1 hr, 1 hr 20 mins,10 ,10,257,10g,6g,24mg,71mg,40g,2g,23g,3g,22mg,45mg,1mg,182mg,4.5,70,10 servings,
56,6578555,20 mins,45 mins, 1 hr 5 mins,8 ,8,374,12g,7g,31mg,91mg,65g,3g,45g,3g,3mg,39mg,1mg,145mg,4.5,492,1 - 9x13 inch pan,
57,6604008,15 mins,40 mins,55 mins,8 ,8,218,7g,4g,15mg,5mg,39g,4g,25g,2g,4mg,28mg,1mg,113mg,4.5,4,1 8x8-inch crisp,
58,6593229,10 mins,15 mins,25 mins,2 ,2,217,10g,6g,23mg,143mg,32g,3g,17g,2g,3mg,29mg,1mg,101mg,5.0,13,2 servings,
59,6591062,10 mins,45 mins,55 mins,15 ,15,269,13g,8g,33mg,99mg,37g,2g,21g,3g,36mg,19mg,1mg,134mg,4.6,22,1 9x13-inch strawberry crisp,
60,6605421,15 mins,45 mins, 1 hr,6 ,6,384,16g,10g,41mg,120mg,62g,3g,46g,2g,4mg,44mg,1mg,168mg,4.2,38,6 servings,
61,6585892,15 mins,40 mins,55 mins,9 ,9,321,11g,7g,27mg,91mg,53g,2g,18g,3g,2mg,34mg,1mg,145mg,4.6,323,1 to 9 - inch square pan,
62,6588416,15 mins,50 mins, 1 hr 5 mins,8 ,8,403,18g,11g,46mg,125mg,60g,5g,36g,4g,5mg,37mg,1mg,177mg,4.6,514,8 servings,
