,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Yield:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:
21,6739423,40 mins, 1 hr 40 mins, 2 hrs 20 mins,8 ,8 cabbage rolls,8,377,21g,7g,64mg,164mg,27g,5g,7g,21g,47mg,86mg,3mg,620mg,4.5,20,
22,6578242, 1 hr, 2 hrs 30 mins, 3 hrs 30 mins,40 ,,40,181,9g,4g,41mg,527mg,12g,3g,3g,13g,34mg,50mg,2mg,330mg,4.6,17,
23,6664612,20 mins, 2 hrs 40 mins, 3 hrs,10 ,,10,358,14g,5g,118mg,961mg,30g,4g,22g,30g,52mg,98mg,4mg,1030mg,4.6,86,
24,6569827,45 mins,45 mins, 1 hr 30 mins,8 ,1 9x13-inch casserole,8,273,7g,3g,106mg,408mg,28g,6g,9g,25g,64mg,104mg,3mg,693mg,4.2,27,
25,6575271,20 mins,50 mins, 1 hr 10 mins,4 ,4 servings,4,262,11g,4g,22mg,941mg,30g,6g,11g,12g,88mg,94mg,3mg,689mg,5.0,6,
26,6586784, 1 hr, 3 hrs 50 mins, 5 hrs 5 mins,10 ,30 cabbage rolls,10,599,18g,7g,120mg,1216mg,83g,11g,45g,33g,117mg,214mg,8mg,1685mg,4.5,13,15 mins
27,6570455,40 mins, 1 hr 55 mins, 2 hrs 35 mins,8 ,,8,423,20g,7g,118mg,2159mg,36g,13g,15g,30g,152mg,209mg,25mg,1570mg,4.5,19,
28,6576496,15 mins, 1 hr 15 mins, 1 hr 30 mins,8 ,8 servings,8,268,9g,3g,39mg,470mg,33g,2g,6g,13g,60mg,47mg,3mg,411mg,4.0,63,
29,6585823,25 mins,50 mins, 1 hr 15 mins,6 ,6 servings,6,423,22g,7g,37mg,1312mg,40g,7g,14g,17g,60mg,117mg,4mg,870mg,,,
30,6585918,15 mins,50 mins, 1 hr 15 mins,8 ,1 9x13-inch casserole,8,347,14g,7g,73mg,1073mg,32g,6g,12g,23g,70mg,334mg,6mg,782mg,4.0,2,10 mins
31,6577853,10 mins,20 mins,30 mins,5 ,5 servings,5,182,3g,0g,,664mg,23g,8g,13g,16g,52mg,136mg,6mg,522mg,4.0,36,
32,6577136,10 mins,40 mins,50 mins,4 ,4 servings,4,315,13g,3g,84mg,571mg,26g,10g,14g,28g,122mg,209mg,7mg,1092mg,4.1,25,
33,6566990,25 mins,50 mins, 1 hr 20 mins,6 ,12 stuffed cabbage rolls,6,494,18g,6g,46mg,1023mg,61g,7g,6g,25g,34mg,75mg,4mg,692mg,,,5 mins
34,6569555,25 mins, 1 hr, 1 hr 35 mins,8 ,8 servings,8,316,17g,9g,84mg,678mg,27g,8g,11g,16g,116mg,153mg,3mg,691mg,5.0,1,10 mins
35,6564960,10 mins,35 mins,45 mins,4 ,4 servings,4,360,13g,6g,41mg,744mg,45g,7g,15g,18g,76mg,127mg,4mg,961mg,5.0,1,
36,6567608,25 mins, 3 hrs 10 mins, 3 hrs 35 mins,4 ,4 servings,4,490,7g,2g,4mg,1207mg,96g,23g,43g,16g,128mg,240mg,5mg,1515mg,,,
