,id_recipe,name,Prep Time:,Cook Time:,Total Time:,Servings:,Yield:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Additional Time:
19,6738780,Sweet Restaurant Slaw,15 mins,, 2 hrs 15 mins,8 ,,8,200,12g,2g,11mg,253mg,23g,1g,15g,1g,19mg,29mg,0mg,108mg,4.8,"3,334", 2 hrs
20,6650477,Wisconsin Bratwurst,10 mins,35 mins,45 mins,10 ,,10,558,45g,21g,116mg,908mg,10g,0g,,14g,,,,383mg,4.6,454,
21,6664357,Grill Master Chicken Wings,10 mins,20 mins,30 mins,10 ,,10,181,15g,5g,41mg,1154mg,2g,0g,1g,10g,4mg,10mg,1mg,107mg,4.8,658,
22,6739606,It's Chili by George!!,10 mins, 1 hr 40 mins, 1 hr 50 mins,10 ,,10,305,14g,5g,55mg,1267mg,26g,7g,9g,22g,36mg,75mg,5mg,943mg,4.7,"3,225",
23,6738702,Baked Hawaiian Sandwiches,15 mins,20 mins,35 mins,24 ,24 sliders,24,426,11g,11g,78mg,488mg,47g,2g,3g,23g,1mg,200mg,0mg,57mg,4.7,193,
24,6596504,Hearty Vegan Slow-Cooker Chili,30 mins, 5 hrs 10 mins, 5 hrs 40 mins,15 ,,15,134,2g,0g,,617mg,25g,7g,7g,6g,50mg,99mg,4mg,665mg,4.5,160,
25,6650237,Slow Cooker Carolina BBQ,15 mins, 12 hrs, 12 hrs 15 mins,10 ,,10,293,17g,6g,91mg,776mg,4g,0g,3g,28g,1mg,32mg,1mg,405mg,4.6,628,
26,6664140,BBQ Turkey,40 mins, 4 hrs, 5 hrs,12 ,,12,1294,77g,32g,468mg,1310mg,16g,2g,10g,118g,7mg,121mg,9mg,1711mg,4.8,36,20 mins
27,6648381,Marinated Grilled Shrimp,15 mins,5 mins,50 mins,6 ,,6,273,15g,2g,230mg,472mg,3g,0g,0g,31g,4mg,85mg,4mg,329mg,4.8,"3,631",30 mins
28,6650085,Grilled Jalapeño Poppers,30 mins,30 mins, 1 hr,16 ,,16,164,15g,8g,37mg,234mg,2g,0g,1g,6g,6mg,97mg,0mg,90mg,4.7,83,
29,6664051,Simple Country Ribs,10 mins, 1 hr, 1 hr 10 mins,4 ,,4,882,38g,14g,150mg,3518mg,94g,2g,67g,36g,4mg,96mg,3mg,965mg,4.6,586,
30,6648979,Grilled Bacon Jalapeño Wraps,10 mins,10 mins,20 mins,6 ,,6,391,38g,17g,79mg,577mg,2g,0g,1g,10g,6mg,35mg,1mg,191mg,4.7,"1,424",
31,6648306,Chocolate Popcorn,10 mins,35 mins, 1 hr 45 mins,16 ,2 quarts,16,186,12g,5g,15mg,164mg,19g,2g,10g,3g,,9mg,1mg,95mg,4.6,99, 1 hr
32,6663916,Apple Squares,25 mins,25 mins,50 mins,16 ,16 squares,16,143,6g,2g,19mg,94mg,22g,1g,15g,2g,0mg,34mg,1mg,45mg,4.6,"1,569",
33,6651059,Chinese Pork Chops,10 mins,15 mins, 6 hrs 25 mins,6 ,,6,183,6g,2g,48mg,1235mg,11g,0g,9g,20g,2mg,16mg,1mg,310mg,4.5,377, 6 hrs
34,6664501,Outrageous Warm Chicken Nacho Dip,20 mins, 1 hr 15 mins, 1 hr 35 mins,20 ,,20,139,8g,4g,36mg,474mg,5g,1g,,11g,2mg,144mg,1mg,172mg,4.8,865,
35,6738271,Slow Cooker Beer Pulled Pork,15 mins, 10 hrs, 10 hrs 15 mins,16 ,,16,209,12g,4g,53mg,568mg,9g,0g,6g,15g,1mg,22mg,1mg,260mg,4.8,271,
36,6582635,Favorite Barbecue Chicken,5 mins,25 mins,30 mins,2 ,,2,452,13g,2g,67mg,714mg,60g,1g,56g,26g,9mg,58mg,2mg,511mg,4.5,295,
37,6601225,Quick Baby Back Ribs,15 mins,50 mins, 1 hr 5 mins,4 ,1 rack of ribs,4,465,30g,11g,117mg,1388mg,24g,1g,16g,24g,1mg,60mg,2mg,464mg,4.7,74,
38,6737198,Baked Buffalo Chicken Dip,10 mins,15 mins,25 mins,8 ,,8,407,36g,18g,107mg,1093mg,3g,0g,2g,17g,16mg,161mg,1mg,199mg,4.8,295,
39,6601911,Cajun Deep-Fried Turkey,30 mins,45 mins, 9 hrs 35 mins,12 ,1 whole turkey,12,1036,71g,30g,346mg,682mg,3g,0g,1g,91g,5mg,105mg,6mg,989mg,4.8,45, 8 hrs 20 mins
40,6578324,Grilled Delmonico Steaks,15 mins,20 mins, 3 hrs 35 mins,4 ,,4,676,54g,14g,101mg,7322mg,15g,2g,3g,34g,9mg,124mg,6mg,794mg,4.5,467, 3 hrs
41,6588748,Deep-Fried Mushrooms,15 mins,15 mins,30 mins,8 ,,8,127,7g,1g,23mg,239mg,14g,1g,1g,4g,1mg,9mg,1mg,207mg,4.2,77,
42,6603763,Slow Roasted BBQ Beef Roast,15 mins, 2 hrs, 2 hrs 35 mins,10 ,,10,485,33g,13g,138mg,344mg,1g,0g,,45g,0mg,15mg,3mg,771mg,4.5,21,20 mins
43,6738666,Slider-Style Mini Burgers,10 mins,35 mins,45 mins,24 ,24 sliders,24,232,13g,5g,36mg,428mg,16g,1g,2g,12g,0mg,125mg,2mg,130mg,4.6,"1,007",
44,6738516,Buffalo Chicken Wraps,20 mins,10 mins,30 mins,4 ,4 wraps,4,588,33g,8g,83mg,1208mg,40g,3g,5g,30g,12mg,117mg,3mg,417mg,4.6,255,
45,6664853,Loaded Tater Tots,10 mins,50 mins, 1 hr,12 ,1 (9x13-inch) casserole,12,257,17g,7g,28mg,489mg,23g,2g,2g,8g,2mg,148mg,0mg,305mg,4.8,20,
46,6663417,Emily's Chipotle Chili,20 mins, 8 hrs 15 mins, 8 hrs 35 mins,8 ,8 servings,8,448,25g,9g,100mg,1476mg,24g,8g,8g,33g,21mg,109mg,8mg,1002mg,4.6,115,
47,6737846,Grilled Rock Lobster Tails,15 mins,10 mins,25 mins,2 ,,2,742,61g,11g,169mg,2036mg,4g,1g,0g,44g,4mg,137mg,2mg,797mg,4.8,487,
48,6650655,Ranch Burgers,15 mins,10 mins,25 mins,8 ,8 burgers,8,268,15g,6g,98mg,393mg,8g,0g,1g,23g,1mg,20mg,3mg,322mg,4.3,788,
49,6648687,Southern-Style Egg Salad,10 mins,10 mins, 1 hr,10 ,10 servings,10,102,9g,2g,114mg,186mg,2g,0g,2g,4g,1mg,17mg,1mg,45mg,4.7,75,40 mins
50,6570410,Hash Brown Casserole for the Slow Cooker,15 mins, 4 hrs, 4 hrs 15 mins,16 ,16 servings,16,198,16g,9g,30mg,472mg,15g,1g,2g,7g,6mg,167mg,1mg,383mg,4.4,122,
51,6649843,Blueberry Crumb Bars,15 mins,45 mins, 1 hr,15 ,,15,318,14g,4g,12mg,77mg,45g,2g,24g,3g,4mg,27mg,1mg,62mg,4.6,895,
52,6738767,White Texas Sheet Cake,,20 mins,40 mins,24 ,1 10x15-inch sheet cake,24,344,17g,8g,48mg,193mg,48g,1g,39g,2g,0mg,20mg,1mg,52mg,4.5,423,20 mins
53,6577387,Cedar Plank Salmon,10 mins,30 mins,40 mins,4 ,,4,429,26g,5g,99mg,330mg,14g,2g,10g,35g,28mg,75mg,2mg,695mg,4.5,47,
54,6602502,Best Football Dip Ever,10 mins,25 mins,35 mins,8 ,8 servings,8,391,31g,17g,110mg,992mg,7g,0g,5g,22g,1mg,354mg,2mg,396mg,4.4,110,
55,6603506,Milly's Oatmeal Brownies,20 mins,20 mins,45 mins,12 ,1 9x13-inch pan,12,447,23g,12g,72mg,371mg,58g,3g,35g,6g,0mg,67mg,2mg,206mg,4.6,330,5 mins
56,6581480,Grilled Soy-Sesame Asparagus,10 mins,8 mins,18 mins,4 ,4 servings,4,100,6g,1g,,230mg,10g,4g,4g,5g,10mg,91mg,4mg,384mg,4.6,145,
57,6598129,Grilled Teriyaki Tuna,5 mins,10 mins,45 mins,4 ,4 servings,4,551,42g,6g,51mg,2803mg,13g,0g,10g,31g,2mg,47mg,3mg,682mg,4.7,140,30 mins
58,6739870,Sassy Tailgate Sandwiches,35 mins,, 1 hr,12 ,12 servings,12,585,27g,20g,138mg,994mg,45g,3g,1g,31g,2mg,318mg,1mg,150mg,4.6,168,25 mins
59,6649312,Juicy Lucy Burgers,15 mins,10 mins,25 mins,4 ,4 burgers,4,593,38g,17g,131mg,1143mg,23g,1g,1g,38g,1mg,237mg,5mg,503mg,4.6,234,
60,6576664,Horseshoe,10 mins,30 mins,40 mins,2 ,2 servings,2,2057,154g,88g,494mg,2385mg,81g,4g,4g,88g,25mg,1370mg,8mg,1518mg,4.0,70,
61,6739427,Grilled Chicken Spiedies,15 mins,12 mins,1 day 27 mins,6 ,6 skewers,6,875,41g,9g,140mg,1278mg,73g,4g,8g,50g,8mg,228mg,7mg,590mg,4.6,52,1 day
62,6593222,Barbeque Halibut Steaks,10 mins,15 mins,25 mins,3 ,3 servings,3,275,11g,5g,69mg,338mg,11g,0g,9g,32g,3mg,87mg,2mg,721mg,4.6,618,
