,id_recipe,Prep Time:,Cook Time:,Additional Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:
30,6584973,5 mins,20 mins,,25 mins,2 ,2,465,15g,2g,5mg,725mg,72g,9g,22g,13g,67mg,349mg,6mg,338mg,4.0,1,2 servings
31,6586617,10 mins,50 mins,10 mins, 1 hr 10 mins,4 ,4,305,15g,8g,34mg,533mg,32g,3g,2g,11g,12mg,230mg,4mg,60mg,5.0,5,4 servings
32,6567809,,,,,6 ,6,148,7g,3g,,480mg,19g,1g,0g,2g,1mg,2mg,1mg,39mg,5.0,6,6 servings
33,6570540, 4 hrs,30 mins,, 4 hrs 30 mins,4 ,4,214,6g,4g,18mg,897mg,28g,1g,1g,10g,,230mg,2mg,80mg,4.4,143,4 servings
34,6587718,20 mins,15 mins,,35 mins,6 ,6,268,15g,8g,155mg,665mg,10g,1g,4g,22g,5mg,287mg,2mg,264mg,4.7,50,6 servings
35,6575740,15 mins,55 mins,5 mins, 1 hr 15 mins,6 ,6,318,19g,11g,55mg,1036mg,21g,2g,3g,17g,18mg,502mg,3mg,262mg,4.0,1,6 servings
36,6589619,20 mins,45 mins,5 mins, 1 hr 10 mins,6 ,6,239,11g,5g,,493mg,36g,3g,2g,5g,5mg,24mg,2mg,266mg,4.0,1,6 servings
37,6567600,15 mins,35 mins,,50 mins,4 ,4,406,15g,4g,143mg,1166mg,43g,5g,8g,26g,72mg,274mg,7mg,447mg,4.5,2,4 servings
38,6580075,5 mins,15 mins,5 mins,25 mins,4 ,4,376,22g,13g,61mg,1060mg,32g,3g,2g,14g,12mg,350mg,4mg,36mg,3.7,3,
39,6582785,10 mins, 1 hr 35 mins,, 1 hr 45 mins,8 ,8,222,13g,8g,57mg,387mg,18g,0g,2g,9g,1mg,218mg,1mg,124mg,4.0,3,1 2-quart casserole dish
40,6596781,20 mins,10 mins,,30 mins,8 ,8,124,4g,1g,,689mg,19g,5g,1g,5g,6mg,23mg,1mg,226mg,,,8 polenta bites
41,6582958,5 mins,20 mins,5 mins,30 mins,6 ,6,294,13g,5g,3mg,1127mg,36g,3g,3g,7g,12mg,75mg,4mg,2mg,,,6 servings
42,6571471,20 mins,30 mins,,50 mins,4 ,4,665,32g,17g,85mg,1616mg,73g,8g,6g,24g,25mg,377mg,7mg,463mg,,,
43,6592874,25 mins,25 mins,,50 mins,6 ,6,255,16g,10g,154mg,401mg,7g,1g,1g,20g,7mg,203mg,2mg,260mg,4.7,6,6 servings
44,6604996,20 mins, 1 hr,, 1 hr 20 mins,4 ,4,378,17g,5g,19mg,219mg,46g,3g,9g,12g,4mg,274mg,2mg,392mg,4.4,18,4 servings
45,6603059,15 mins,45 mins,, 1 hr,12 ,12,148,7g,4g,19mg,784mg,15g,1g,3g,7g,7mg,158mg,1mg,135mg,4.5,15,12 servings
46,6739474,15 mins,45 mins,15 mins, 1 hr 15 mins,8 ,8,123,5g,2g,56mg,670mg,15g,2g,4g,7g,22mg,112mg,1mg,407mg,4.5,34,8 servings
47,6602952,5 mins,25 mins,,30 mins,6 ,6,90,3g,1g,3mg,352mg,12g,1g,1g,3g,0mg,46mg,0mg,5mg,4.0,1,12 polenta pizza bites
48,6588499,5 mins,15 mins,5 mins,25 mins,3 ,3,264,15g,9g,49mg,1404mg,22g,0g,1g,9g,,152mg,1mg,77mg,,,
49,6575959,15 mins, 1 hr 10 mins,, 1 hr 25 mins,6 ,6,546,24g,11g,59mg,1323mg,48g,5g,13g,25g,25mg,540mg,7mg,666mg,,,6 servings
50,6564242,10 mins,20 mins,,30 mins,4 ,4,723,57g,35g,196mg,189mg,48g,2g,8g,9g,3mg,83mg,2mg,247mg,,,4 servings
51,6599723,15 mins,25 mins, 8 hrs 30 mins, 9 hrs 10 mins,8 ,8,218,13g,3g,7mg,453mg,21g,4g,1g,5g,7mg,52mg,3mg,112mg,,,8 servings
52,6578213, 1 hr,20 mins, 1 hr, 2 hrs 20 mins,2 ,2,690,31g,15g,53mg,1250mg,89g,10g,6g,24g,150mg,353mg,6mg,1164mg,4.0,32,2 servings
53,6585606,15 mins,40 mins, 1 hr, 1 hr 55 mins,4 ,4,715,25g,6g,3mg,1981mg,77g,23g,11g,44g,76mg,234mg,15mg,843mg,,,4 servings
54,6592174,5 mins,25 mins,,30 mins,2 ,2,209,14g,2g,,587mg,19g,1g,1g,3g,,0mg,0mg,8mg,5.0,1,2 servings
55,6588817,20 mins, 1 hr 10 mins,, 1 hr 30 mins,8 ,8,406,30g,12g,58mg,1063mg,22g,1g,2g,13g,11mg,140mg,2mg,280mg,4.0,9,8 servings
56,6580908,15 mins,20 mins,10 mins,45 mins,6 ,6,604,52g,18g,99mg,447mg,21g,4g,6g,13g,8mg,123mg,3mg,256mg,4.5,10,6 servings
