,id_recipe,Prep Time:,Cook Time:,Total Time:,Servings:,Servings Per Recipe,Calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin C,Calcium,Iron,Potassium,Average_Review,Review_Count,Yield:,Additional Time:
32,6649420,5 mins,,5 mins,20 ,20,3,0g,,,872mg,1g,0g,0g,0g,1mg,7mg,0mg,21mg,4.5,147,6 1/2 tablespoons,
33,6738701,20 mins,10 mins, 1 hr 5 mins,5 ,5,318,34g,5g,7mg,1109mg,3g,0g,,0g,2mg,20mg,1mg,98mg,4.7,"4,782",10 skewers,35 mins
34,6663645,10 mins,40 mins,50 mins,6 ,6,861,53g,18g,103mg,2802mg,65g,2g,1g,28g,4mg,38mg,2mg,395mg,4.8,40,,
35,6597523,15 mins,5 mins,20 mins,2 ,2,90,7g,1g,,584mg,7g,2g,3g,1g,9mg,23mg,1mg,155mg,4.2,96,2 cups,
36,6663358,15 mins,10 mins, 1 hr 25 mins,8 ,8,473,,,,10mg,50g,,,0g,,,,14mg,4.5,73,, 1 hr
37,6563262,20 mins,,20 mins,6 ,6,359,37g,5g,14mg,943mg,7g,1g,3g,1g,10mg,21mg,1mg,115mg,4.7,268,,
38,6648744,15 mins,10 mins,40 mins,4 ,4,626,32g,8g,199mg,2129mg,54g,3g,2g,30g,37mg,92mg,5mg,489mg,4.7,364,,15 mins
39,6650387,45 mins, 2 hrs, 2 hrs 45 mins,18 ,18,188,7g,2g,64mg,551mg,20g,1g,1g,11g,18mg,28mg,4mg,211mg,3.7,11,4 1/2 pounds,
40,6572898,30 mins, 3 hrs 30 mins, 4 hrs,20 ,20,356,30g,14g,279mg,658mg,6g,1g,,15g,12mg,40mg,2mg,173mg,4.6,47,,
41,6737857,15 mins,30 mins,45 mins,6 ,6,695,37g,22g,193mg,1054mg,62g,4g,3g,32g,20mg,275mg,5mg,532mg,4.7,"1,254",,
42,6561819,5 mins,,5 mins,1 ,1,219,0g,,,17mg,32g,1g,23g,0g,24mg,23mg,0mg,70mg,5.0,3,,
43,6581171,10 mins,15 mins,25 mins,8 ,8,277,13g,2g,47mg,407mg,37g,2g,13g,5g,1mg,119mg,2mg,103mg,4.3,656,24 hush puppies,
44,6601911,30 mins,45 mins, 9 hrs 35 mins,12 ,12,1036,71g,30g,346mg,682mg,3g,0g,1g,91g,5mg,105mg,6mg,989mg,4.8,45,1 whole turkey, 8 hrs 20 mins
45,6574927,30 mins,15 mins,45 mins,4 ,4,634,24g,3g,95mg,833mg,69g,1g,5g,29g,10mg,35mg,15mg,563mg,4.5,150,,
46,6596071,20 mins, 1 hr 12 mins, 1 hr 32 mins,8 ,8,568,45g,8g,122mg,1070mg,19g,2g,3g,21g,16mg,43mg,3mg,334mg,4.5,32,8 servings,
47,6572973,20 mins, 8 hrs 10 mins, 8 hrs 30 mins,8 ,8,556,22g,8g,50mg,615mg,62g,15g,3g,27g,18mg,120mg,7mg,1079mg,4.0,211,,
48,6568215,20 mins,15 mins, 1 hr 35 mins,24 ,24,482,46g,16g,72mg,628mg,1g,0g,0g,16g,1mg,20mg,1mg,293mg,4.6,26,3 sausages, 1 hr
49,6568751,10 mins,20 mins,30 mins,6 ,6,66,1g,0g,,312mg,13g,4g,5g,3g,34mg,105mg,3mg,468mg,4.5,60,,
50,6568172,15 mins,30 mins, 1 hr 5 mins,6 ,6,525,26g,13g,153mg,378mg,57g,2g,10g,14g,0mg,181mg,3mg,303mg,4.8,48,20 blinis,20 mins
51,6737190, 1 hr, 4 hrs, 5 hrs,24 ,24,836,53g,16g,262mg,360mg,5g,0g,1g,79g,2mg,74mg,6mg,849mg,4.7,27,24 servings,
52,6738539,30 mins, 1 hr, 1 hr 30 mins,6 ,6,356,7g,2g,152mg,1480mg,55g,3g,3g,15g,24mg,53mg,7mg,337mg,4.8,15,,
53,6570553,5 mins,5 mins,10 mins,4 ,4,166,5g,1g,259mg,443mg,1g,1g,0g,28g,4mg,63mg,5mg,268mg,4.7,215,4 servings,
54,6649114,15 mins,15 mins,30 mins,7 ,7,88,2g,1g,29mg,74mg,16g,0g,9g,2g,,25mg,1mg,20mg,3.7,22,7 beignets,
55,6738596,10 mins,, 8 hrs,15 ,15,128,9g,1g,,1995mg,11g,3g,3g,2g,3mg,22mg,1mg,220mg,4.8,291,3 cups, 7 hrs 50 mins
56,6605603,15 mins, 1 hr 15 mins, 1 hr 30 mins,8 ,8,490,23g,13g,122mg,682mg,49g,3g,6g,24g,14mg,296mg,3mg,446mg,4.7,144,8 servings,
57,6590564,15 mins,15 mins, 1 hr 30 mins,20 ,20,146,7g,1g,5mg,18mg,22g,1g,22g,1g,0mg,31mg,0mg,62mg,4.5,61,20 pralines, 1 hr
58,6575281,15 mins, 1 hr, 1 hr 15 mins,8 ,8,165,11g,4g,35mg,503mg,3g,1g,0g,13g,13mg,58mg,1mg,329mg,4.7,295,8 servings,
59,6605392,15 mins, 2 hrs, 2 hrs 15 mins,6 ,6,394,21g,3g,230mg,270mg,18g,6g,5g,35g,53mg,226mg,5mg,942mg,4.2,154,6 servings,
60,6567837,10 mins,5 mins,15 mins,2 ,2,355,35g,22g,138mg,214mg,4g,1g,2g,8g,2mg,41mg,1mg,307mg,4.7,42,,
61,6572913,15 mins, 1 hr, 1 hr 15 mins,8 ,8,105,6g,1g,,542mg,12g,3g,6g,3g,26mg,55mg,2mg,480mg,4.1,60,8 servings,
