id_recipe,prep_time,cook_time,total_time,freeze_time,cool_time,stand_time,chill_time,soak_time,marinate_time,additional_time,refrigerate_time,rest_time,active_time,bake_time,grill_time,rise_time,fry_time,other_time_time,roast_time,process_time,release_pressure_time
6583488,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6563914,15 mins,, 5 hrs 15 mins,,,,,,, 5 hrs,,,,,,,,,,,
6579077,30 mins,15 mins,45 mins,,,,,,,,,,,,,,,,,,
6596081,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6586553,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6605351,20 mins,, 8 hrs 20 mins,,,,,,, 8 hrs,,,,,,,,,,,
6738581,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6580338,25 mins,,25 mins,,,,,,,,,,,,,,,,,,
6664487,5 mins,5 mins, 1 hr 10 mins,,,,,,, 1 hr,,,,,,,,,,,
6739823,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6737219,10 mins,15 mins,55 mins,,,,,,,30 mins,,,,,,,,,,,
6602259,5 mins,10 mins,50 mins,,,,,,,35 mins,,,,,,,,,,,
6737841,,,,,,,,,,,,,,,,,,,,,
6738777,20 mins,, 2 hrs 20 mins,,,,,,, 2 hrs,,,,,,,,,,,
6577406,,,,,,,,,,,,,,,,,,,,,
6593477,5 mins,40 mins, 2 hrs 47 mins,,,,,,, 2 hrs 2 mins,,,,,,,,,,,
6597090,5 mins,15 mins, 1 hr 20 mins,,,,,,, 1 hr,,,,,,,,,,,
6648564,15 mins,5 mins, 1 hr 20 mins,,,,,,, 1 hr,,,,,,,,,,,
6571298,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6603110,,10 mins, 1 hr 10 mins,,,,,,, 1 hr,,,,,,,,,,,
6567957,10 mins,20 mins, 1 hr 30 mins,,,,,,, 1 hr,,,,,,,,,,,
6589091,10 mins,5 mins,45 mins,,,,,,,30 mins,,,,,,,,,,,
6601950,5 mins,,15 mins,,,,,,,10 mins,,,,,,,,,,,
6567021,10 mins,20 mins, 1 hr 35 mins,,,,,,, 1 hr 5 mins,,,,,,,,,,,
6604416,15 mins,10 mins,55 mins,,,,,,,30 mins,,,,,,,,,,,
6603783,10 mins,3 mins,28 mins,,,,,,,15 mins,,,,,,,,,,,
6568103,5 mins,5 mins, 2 hrs 10 mins,,,,,,, 2 hrs,,,,,,,,,,,
6566766,5 mins,30 mins, 1 hr 5 mins,,,,,,,30 mins,,,,,,,,,,,
6572073,5 mins,10 mins,45 mins,,,,,,,30 mins,,,,,,,,,,,
6580913,10 mins,10 mins, 1 hr 20 mins,,,,,,, 1 hr,,,,,,,,,,,
6561716,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6602854,10 mins,10 mins,50 mins,,,,,,,30 mins,,,,,,,,,,,
6571620,,,,,,,,,,,,,,,,,,,,,
6588762,25 mins,,25 mins,,,,,,,,,,,,,,,,,,
6565956,10 mins,12 mins,23 mins,,,,,,,1 mins,,,,,,,,,,,
6603037,10 mins,5 mins, 5 hrs 15 mins,,,,,,, 5 hrs,,,,,,,,,,,
6591398,,,,,,,,,,,,,,,,,,,,,
6582315,5 mins,15 mins, 2 hrs 20 mins,,,,,,, 2 hrs,,,,,,,,,,,
6581709,10 mins,2 mins, 4 hrs 12 mins,,,,,,, 4 hrs,,,,,,,,,,,
7108606,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6738026,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6663280,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6739796,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6650883,10 mins,, 1 hr 10 mins,,,,,,, 1 hr,,,,,,,,,,,
6582348,5 mins,5 mins,10 mins,,,,,,,,,,,,,,,,,,
6602290,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6578782,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6574586,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6577032,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6583621,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6664625,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6595272,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6581674,10 mins,30 mins, 3 hrs 10 mins,,,,,,, 2 hrs 30 mins,,,,,,,,,,,
6580667,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6739696,5 mins,17 mins,22 mins,,,,,,,,,,,,,,,,,,
6578484,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6649480,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6573258,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6571008,15 mins,5 mins,20 mins,,,,,,,,,,,,,,,,,,
6570915,5 mins, 3 hrs, 3 hrs 5 mins,,,,,,,,,,,,,,,,,,
6571914,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6570241,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6664469,20 mins,10 mins,30 mins,,,,,,,,,,,,,,,,,,
6572345,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6648234,5 mins,5 mins,10 mins,,,,,,,,,,,,,,,,,,
6664383,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6576659,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6604104,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6582906,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6663784,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6602896,10 mins,2 mins,12 mins,,,,,,,,,,,,,,,,,,
6597584,5 mins,2 mins,10 mins,,,,,,,3 mins,,,,,,,,,,,
6562632,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
7182068,15 mins,0 mins, 1 hr 15 mins,,,,,,,, 1 hr,,,,,,,,,,
6739703,45 mins,, 2 hrs 45 mins,,,,,,, 2 hrs,,,,,,,,,,,
6741798,20 mins,, 2 hrs 20 mins,,,,,,, 2 hrs,,,,,,,,,,,
6590194,20 mins,, 2 hrs 20 mins,,,,,,, 2 hrs,,,,,,,,,,,
6579632,,,,,,,,,,,,,,,,,,,,,
6602476,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6598315,25 mins,,55 mins,,,,,,,30 mins,,,,,,,,,,,
6738834,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6593216,20 mins,, 1 hr 20 mins,,,,,,, 1 hr,,,,,,,,,,,
6737693,15 mins,10 mins, 1 hr 25 mins,,,,,,, 1 hr,,,,,,,,,,,
6573097,30 mins,, 3 hrs 30 mins,,,,,,, 3 hrs,,,,,,,,,,,
6581571, 1 hr,, 7 hrs,,,,,,, 6 hrs,,,,,,,,,,,
6571560,,,,,,,,,,,,,,,,,,,,,
6573619,40 mins,,40 mins,,,,,,,,,,,,,,,,,,
6564741,15 mins,10 mins, 1 hr 55 mins,,,,,,, 1 hr 30 mins,,,,,,,,,,,
6569697,20 mins,5 mins, 1 hr 30 mins,,,,,,, 1 hr 5 mins,,,,,,,,,,,
6594946,25 mins,, 1 hr 25 mins,,,,,,, 1 hr,,,,,,,,,,,
6583896,10 mins,25 mins, 2 hrs 35 mins,,,,,,, 2 hrs,,,,,,,,,,,
6601284,20 mins,5 mins, 6 hrs 25 mins,,,,,,, 6 hrs,,,,,,,,,,,
6568119,25 mins,, 8 hrs 25 mins,,,,,,, 8 hrs,,,,,,,,,,,
6596193,15 mins,10 mins, 1 hr 5 mins,,,,,,,40 mins,,,,,,,,,,,
6576543,10 mins,,40 mins,,,,,,,30 mins,,,,,,,,,,,
6663149,15 mins,, 1 hr 15 mins,,,,,,, 1 hr,,,,,,,,,,,
6651139,20 mins,, 1 hr 20 mins,, 1 hr,,,,,,,,,,,,,,,,
6737238,15 mins,, 2 hrs 15 mins,,,,,,, 2 hrs,,,,,,,,,,,
6599667,45 mins,3 mins,48 mins,,,,,,,,,,,,,,,,,,
6649678,25 mins,, 2 hrs 25 mins,,,, 2 hrs,,,,,,,,,,,,,,
6593603,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6648922,20 mins,20 mins, 3 hrs 40 mins,,,,,,, 3 hrs,,,,,,,,,,,
6582054,30 mins,10 mins, 3 hrs 40 mins,,,,,,, 3 hrs,,,,,,,,,,,
6739430,25 mins,12 mins, 1 hr 37 mins,,,,,,, 1 hr,,,,,,,,,,,
6581342,,,,,,,,,,,,,,,,,,,,,
6580445,30 mins,10 mins, 2 hrs 40 mins,,,,,,, 2 hrs,,,,,,,,,,,
6577544,20 mins,10 mins, 4 hrs 30 mins,,,,,,, 4 hrs,,,,,,,,,,,
6738530, 2 hrs 30 mins,10 mins,24 days 2 hrs 40 mins,,,,,,,24 days,,,,,,,,,,,
6578431,30 mins,10 mins, 3 hrs,,,,,,, 2 hrs 20 mins,,,,,,,,,,,
6595772,30 mins,10 mins, 1 hr 45 mins,,,,,,, 1 hr 5 mins,,,,,,,,,,,
6587446,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6590539,15 mins,10 mins, 2 hrs 25 mins,,,,,,, 2 hrs,,,,,,,,,,,
6573854,30 mins,10 mins, 1 hr,,,,,,,20 mins,,,,,,,,,,,
6566699,40 mins,15 mins, 8 hrs 55 mins,,,,,,, 8 hrs,,,,,,,,,,,
6565864, 1 hr,10 mins, 1 hr 40 mins,,,,,,,30 mins,,,,,,,,,,,
6567836,30 mins,40 mins, 2 hrs 10 mins,,,,,,, 1 hr,,,,,,,,,,,
6588387,10 mins,20 mins, 12 hrs,,,,,,, 11 hrs 30 mins,,,,,,,,,,,
6590316, 1 hr,10 mins, 20 hrs 13 mins,,,,,,, 19 hrs 3 mins,,,,,,,,,,,
6578158,15 mins,15 mins, 3 hrs,,,,,,, 2 hrs 30 mins,,,,,,,,,,,
6577590,20 mins,10 mins,35 mins,,,,,,,5 mins,,,,,,,,,,,
6596196,20 mins,2 mins,22 mins,,,,,,,,,,,,,,,,,,
6589858,15 mins,8 mins, 1 hr 53 mins,,,,,,, 1 hr 30 mins,,,,,,,,,,,
6584749,20 mins,15 mins,40 mins,,,,,,,5 mins,,,,,,,,,,,
6598707,20 mins,20 mins, 1 hr 20 mins,,,,,,,40 mins,,,,,,,,,,,
6599619,15 mins,10 mins,40 mins,,,,,,,15 mins,,,,,,,,,,,
6592804,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6579417,30 mins,15 mins, 1 hr 45 mins,,,,,,, 1 hr,,,,,,,,,,,
6564089,20 mins,30 mins,50 mins,,,,,,,,,,,,,,,,,,
6649671, 1 hr,6 mins, 1 hr 30 mins,,,,,,,24 mins,,,,,,,,,,,
6584437,10 mins,8 mins,58 mins,,,,,,,40 mins,,,,,,,,,,,
6581294,,,,,,,,,,,,,,,,,,,,,
6591882,40 mins,35 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6584842,,,,,,,,,,,,,,,,,,,,,
6573137,25 mins,15 mins,45 mins,,,,,,,5 mins,,,,,,,,,,,
6565577,30 mins,15 mins, 2 hrs 55 mins,,,,,,, 2 hrs 10 mins,,,,,,,,,,,
6573912,30 mins,15 mins,55 mins,,,,,,,10 mins,,,,,,,,,,,
6572717,45 mins,9 mins, 2 hrs 10 mins,,,,,,, 1 hr 16 mins,,,,,,,,,,,
6571854,30 mins,8 mins,43 mins,,,,,,,5 mins,,,,,,,,,,,
6649584,30 mins,50 mins, 2 hrs 25 mins,,,,,,, 1 hr 5 mins,,,,,,,,,,,
6604855,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6600514,20 mins,15 mins, 3 hrs,,,,,,, 2 hrs 25 mins,,,,,,,,,,,
6572925,25 mins,20 mins,45 mins,,,,,,,,,,,,,,,,,,
6572491,20 mins,10 mins, 2 hrs 55 mins,,,,,,, 2 hrs 25 mins,,,,,,,,,,,
6648792,15 mins,25 mins,45 mins,,,,,,,5 mins,,,,,,,,,,,
6568288,10 mins,24 mins,44 mins,,,,,,,10 mins,,,,,,,,,,,
6562966,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6737616,30 mins,10 mins, 1 hr 40 mins,,,,,,, 1 hr,,,,,,,,,,,
6589155,,,,,,,,,,,,,,,,,,,,,
6567922,15 mins,10 mins, 2 hrs 45 mins,,,,,,, 2 hrs 20 mins,,,,,,,,,,,
6586886,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6585921,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6599664,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6575617,10 mins,10 mins, 1 hr 30 mins,,,,,,, 1 hr 10 mins,,,,,,,,,,,
6578768,25 mins,10 mins,40 mins,,,,,,,5 mins,,,,,,,,,,,
6561357,15 mins,40 mins, 1 hr 55 mins,,,,,,, 1 hr,,,,,,,,,,,
6593794,20 mins,12 mins,32 mins,,,,,,,,,,,,,,,,,,
6583237,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6590799,10 mins,12 mins,22 mins,,,,,,,,,,,,,,,,,,
6567422,30 mins,10 mins, 1 hr,,,,,,,20 mins,,,,,,,,,,,
6663567,10 mins,,40 mins,,,,,,,30 mins,,,,,,,,,,,
6649095,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6648925,30 mins, 1 hr 5 mins, 1 hr 35 mins,,,,,,,,,,,,,,,,,,
6649789,25 mins,15 mins,40 mins,,,,,,,,,,,,,,,,,,
6585778,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6663205,10 mins,20 mins,40 mins,,,,,,,10 mins,,,,,,,,,,,
6737319,25 mins,,25 mins,,,,,,,,,,,,,,,,,,
6739624,10 mins, 1 hr 10 mins, 2 hrs 5 mins,,,,,,,45 mins,,,,,,,,,,,
6648557,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6664109,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6664201,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6738315,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6648270,20 mins, 2 hrs, 2 hrs 30 mins,,,,,,,10 mins,,,,,,,,,,,
6584826,5 mins, 2 hrs, 2 hrs 5 mins,,,,,,,,,,,,,,,,,,
6590120,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6664784,5 mins,10 mins,20 mins,,,,,,,5 mins,,,,,,,,,,,
6739555,5 mins,2 mins,9 mins,,,,,,,2 mins,,,,,,,,,,,
6663895,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6571006,25 mins, 1 hr 5 mins, 1 hr 40 mins,,,,,,,10 mins,,,,,,,,,,,
6575205,15 mins,,15 mins,,,,,,,,,,,,,,,,,,
6650192,5 mins,20 mins,30 mins,,,,,,,5 mins,,,,,,,,,,,
6648629,20 mins,,20 mins,,,,,,,,,,,,,,,,,,
6664946,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6741042,15 mins, 1 hr 10 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6737277,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6578549,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6648319,20 mins, 1 hr, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6602362,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6569846,10 mins, 1 hr, 2 hrs 40 mins,,,,,,, 1 hr 30 mins,,,,,,,,,,,
6737284,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6738161,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6649683,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6584213,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6602140,5 mins,,5 mins,,,,,,,,,,,,,,,,,,
6576264,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6598350,10 mins,10 mins,30 mins,,,,,,,10 mins,,,,,,,,,,,
6569777,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6604130,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6739852,15 mins, 1 hr 20 mins, 9 hrs 45 mins,,,,,,, 8 hrs 10 mins,,,,,,,,,,,
6650553,15 mins,10 mins, 2 hrs 25 mins,,,,,,, 2 hrs,,,,,,,,,,,
6590776,20 mins,45 mins, 1 hr 20 mins,,,,,,,15 mins,,,,,,,,,,,
6674331,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6603856,30 mins,15 mins,45 mins,,,,,,,,,,,,,,,,,,
6590476,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6568161,25 mins,25 mins,50 mins,,,,,,,,,,,,,,,,,,
6581577,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6737920,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6598475,20 mins,40 mins, 1 hr,,,,,,,,,,,,,,,,,,
6591855,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6736319,25 mins,35 mins, 1 hr 30 mins,,,,,,,30 mins,,,,,,,,,,,
6572559,20 mins,25 mins,45 mins,,,,,,,,,,,,,,,,,,
6736356,30 mins,30 mins, 1 hr,,,,,,,,,,,,,,,,,,
6739295,40 mins,10 mins, 1 hr,,,,,,,10 mins,,,,,,,,,,,
6592478,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6596076,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6588062,10 mins,35 mins,45 mins,,,,,,,,,,,,,,,,,,
6601468,30 mins,20 mins,50 mins,,,,,,,,,,,,,,,,,,
6600362,20 mins,12 mins,32 mins,,,,,,,,,,,,,,,,,,
6604064,10 mins,20 mins,35 mins,,,,,,,5 mins,,,,,,,,,,,
6649413,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6580815,5 mins,10 mins,20 mins,,,,,,,5 mins,,,,,,,,,,,
6605537,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6577239,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6587192,10 mins,35 mins,45 mins,,,,,,,,,,,,,,,,,,
6663985,5 mins,20 mins,25 mins,,,,,,,,,,,,,,,,,,
6664609,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6573516,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6664033,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6592182,15 mins,40 mins,55 mins,,,,,,,,,,,,,,,,,,
6648767,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6574435,20 mins,30 mins,50 mins,,,,,,,,,,,,,,,,,,
6598844,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6569656,5 mins,20 mins,25 mins,,,,,,,,,,,,,,,,,,
6601749,25 mins,10 mins,35 mins,,,,,,,,,,,,,,,,,,
6650505,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6601929,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6565227,25 mins,15 mins,40 mins,,,,,,,,,,,,,,,,,,
6576470,10 mins,35 mins,45 mins,,,,,,,,,,,,,,,,,,
6648236,45 mins,35 mins, 1 hr 50 mins,,,,,,,30 mins,,,,,,,,,,,
6564356,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6591208,30 mins,50 mins, 2 hrs 35 mins,,,,,,, 1 hr 15 mins,,,,,,,,,,,
6739352,30 mins,30 mins, 2 hrs,,,,,,, 1 hr,,,,,,,,,,,
6605812,35 mins,35 mins, 1 hr 20 mins,,,,,,,10 mins,,,,,,,,,,,
6664538,10 mins,45 mins,55 mins,,,,,,,,,,,,,,,,,,
6580759,25 mins,27 mins,52 mins,,,,,,,,,,,,,,,,,,
6664259,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6576565,5 mins,25 mins,30 mins,,,,,,,,,,,,,,,,,,
6663707,10 mins,40 mins, 1 hr,,,,,,,10 mins,,,,,,,,,,,
6576103,20 mins,35 mins, 1 hr 10 mins,,,,,,,15 mins,,,,,,,,,,,
6561344,20 mins,15 mins,35 mins,,,,,,,,,,,,,,,,,,
6650265,15 mins, 2 hrs, 2 hrs 15 mins,,,,,,,,,,,,,,,,,,
6736450,15 mins, 1 hr 5 mins, 1 hr 25 mins,,,,,,,5 mins,,,,,,,,,,,
6664882,30 mins, 2 hrs, 2 hrs 30 mins,,,,,,,,,,,,,,,,,,
6593628,20 mins, 3 hrs 30 mins, 3 hrs 50 mins,,,,,,,,,,,,,,,,,,
6739699,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6587570,15 mins, 1 hr 20 mins, 1 hr 35 mins,,,,,,,,,,,,,,,,,,
6596019,15 mins,20 mins,40 mins,,,,,,,5 mins,,,,,,,,,,,
6649597,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6572165,20 mins,10 mins,30 mins,,,,,,,,,,,,,,,,,,
6604560,5 mins,25 mins,30 mins,,,,,,,,,,,,,,,,,,
6574170,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6596865,15 mins, 4 hrs 30 mins, 4 hrs 45 mins,,,,,,,,,,,,,,,,,,
6591858,20 mins,25 mins,50 mins,,,,,,,5 mins,,,,,,,,,,,
6582699,20 mins,40 mins, 1 hr,,,,,,,,,,,,,,,,,,
6579848,15 mins, 9 hrs 10 mins, 9 hrs 25 mins,,,,,,,,,,,,,,,,,,
6602081,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6648825,20 mins, 1 hr, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6600353,20 mins, 1 hr 10 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6570318,10 mins, 2 hrs 45 mins, 2 hrs 55 mins,,,,,,,,,,,,,,,,,,
6597443,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6574234,20 mins,50 mins, 1 hr 25 mins,,,,,,,15 mins,,,,,,,,,,,
6572886,20 mins, 1 hr 30 mins, 1 hr 50 mins,,,,,,,,,,,,,,,,,,
6575461,15 mins, 2 hrs, 2 hrs 15 mins,,,,,,,,,,,,,,,,,,
6601147,30 mins, 4 hrs 25 mins, 4 hrs 55 mins,,,,,,,,,,,,,,,,,,
6599198,30 mins, 2 hrs, 2 hrs 30 mins,,,,,,,,,,,,,,,,,,
6741576,20 mins,40 mins, 1 hr,,,,,,,,,,,,,,,,,,
6573020,, 3 hrs, 3 hrs,,,,,,,,,,,,,,,,,,
6663702,20 mins,25 mins, 1 hr,,,,,,,15 mins,,,,,,,,,,,
6649455,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6577297,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6589646,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6664475,10 mins,40 mins,50 mins,,,,,,,,,,,,,,,,,,
6737926,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6579213,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6581539,10 mins,30 mins, 1 hr,,,,,,,20 mins,,,,,,,,,,,
6738375,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6738953,15 mins, 1 hr, 1 hr 45 mins,,,,,,,30 mins,,,,,,,,,,,
6664382,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6604262,15 mins, 3 hrs 5 mins, 3 hrs 50 mins,,,,,,,30 mins,,,,,,,,,,,
6595482,10 mins,8 mins,18 mins,,,,,,,,,,,,,,,,,,
6604034,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6590440,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6576249,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6590025,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6593672,10 mins,10 mins, 2 hrs 20 mins,,,,,,, 2 hrs,,,,,,,,,,,
6582155,10 mins,40 mins,50 mins,,,,,,,,,,,,,,,,,,
6586302,15 mins, 1 hr 20 mins, 1 hr 35 mins,,,,,,,,,,,,,,,,,,
6605764,10 mins,20 mins,50 mins,,,,,,,20 mins,,,,,,,,,,,
6569425,10 mins,15 mins,55 mins,,,,,,,30 mins,,,,,,,,,,,
6585384,10 mins,45 mins, 1 hr,,,,,,,5 mins,,,,,,,,,,,
6600646,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6593064,15 mins, 1 hr, 1 hr 45 mins,,,,,,,30 mins,,,,,,,,,,,
6573196,10 mins,5 mins,30 mins,,,,,,,15 mins,,,,,,,,,,,
6589961,20 mins, 1 hr 15 mins, 1 hr 35 mins,,,,,,,,,,,,,,,,,,
6567442,10 mins,40 mins, 2 hrs 20 mins,,,,,,, 1 hr 30 mins,,,,,,,,,,,
6570018,10 mins,35 mins, 1 hr,,,,,,,15 mins,,,,,,,,,,,
6601130,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6600202,20 mins,20 mins, 1 hr 10 mins,,,,,,,30 mins,,,,,,,,,,,
6585072,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6595620,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6569862,10 mins,,10 mins,,,,,,,,,,,,,,,,,,
6595682,15 mins,35 mins, 1 hr 50 mins,,,,,,, 1 hr,,,,,,,,,,,
6595841,10 mins,35 mins, 1 hr 45 mins,,,,,,, 1 hr,,,,,,,,,,,
6581903,5 mins,20 mins,25 mins,,,,,,,,,,,,,,,,,,
6581384,10 mins,20 mins,50 mins,,,,,,,20 mins,,,,,,,,,,,
6569559,10 mins,5 mins,15 mins,,,,,,,,,,,,,,,,,,
6605450,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6586444,25 mins,26 mins,56 mins,,,,,,,5 mins,,,,,,,,,,,
6570322,10 mins,45 mins,55 mins,,,,,,,,,,,,,,,,,,
6603753,15 mins,45 mins, 1 hr 20 mins,,,,,,,20 mins,,,,,,,,,,,
6592928,10 mins,45 mins,55 mins,,,,,,,,,,,,,,,,,,
6587504,10 mins,31 mins,56 mins,,,,,,,15 mins,,,,,,,,,,,
6579516,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6571596,10 mins,,50 mins,,,,,,,40 mins,,,,,,,,,,,
6649896,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6591667,10 mins, 1 hr 17 mins, 2 hrs 27 mins,,,,,,, 1 hr,,,,,,,,,,,
6588708,15 mins,45 mins, 3 hrs,,,,,,, 2 hrs,,,,,,,,,,,
6737549,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
7497364,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6650771,5 mins,45 mins,50 mins,,,,,,,,,,,,,,,,,,
6663686,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6663925,,20 mins,20 mins,,,,,,,,,,,,,,,,,,
6739033,15 mins, 4 hrs, 4 hrs 15 mins,,,,,,,,,,,,,,,,,,
6664102,10 mins,15 mins,25 mins,,,,,,,,,,,,,,,,,,
6596510,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6663790,5 mins,25 mins,30 mins,,,,,,,,,,,,,,,,,,
6737092,5 mins,15 mins,20 mins,,,,,,,,,,,,,,,,,,
6740989,5 mins,55 mins, 1 hr,,,,,,,,,,,,,,,,,,
