id_recipe,prep_time,cook_time,total_time,freeze_time,cool_time,stand_time,chill_time,soak_time,marinate_time,additional_time,refrigerate_time,rest_time,active_time,bake_time,grill_time,rise_time,fry_time,other_time_time,roast_time,process_time,release_pressure_time
6601477,30 mins, 2 hrs, 10 hrs 30 mins,,,,,,, 8 hrs,,,,,,,,,,,
6568741,10 mins, 9 hrs, 17 hrs 10 mins,,,,,,, 8 hrs,,,,,,,,,,,
6602816,15 mins, 1 hr 20 mins, 5 hrs 35 mins,,,,,,, 4 hrs,,,,,,,,,,,
6600258,,,,,,,,,,,,,,,,,,,,,
6599583,30 mins, 8 hrs 15 mins, 8 hrs 45 mins,,,,,,,,,,,,,,,,,,
6571404,5 mins, 1 hr 15 mins, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6603621,15 mins, 1 hr 30 mins, 1 hr 45 mins,,,,,,,,,,,,,,,,,,
6574697,15 mins, 4 hrs 10 mins, 4 hrs 25 mins,,,,,,,,,,,,,,,,,,
6574249,15 mins, 2 hrs, 2 hrs 15 mins,,,,,,,,,,,,,,,,,,
6575380,15 mins, 1 hr 30 mins, 1 hr 45 mins,,,,,,,,,,,,,,,,,,
6598907,10 mins, 4 hrs 30 mins, 4 hrs 40 mins,,,,,,,,,,,,,,,,,,
6598190,10 mins, 4 hrs 15 mins, 4 hrs 25 mins,,,,,,,,,,,,,,,,,,
6585563,15 mins, 2 hrs 50 mins, 3 hrs 5 mins,,,,,,,,,,,,,,,,,,
6738383,45 mins, 2 hrs, 6 hrs 45 mins,,,,,,, 4 hrs,,,,,,,,,,,
6737809,10 mins, 10 hrs, 10 hrs 10 mins,,,,,,,,,,,,,,,,,,
6650237,15 mins, 12 hrs, 12 hrs 15 mins,,,,,,,,,,,,,,,,,,
6736966,25 mins, 2 hrs 25 mins, 2 hrs 50 mins,,,,,,,,,,,,,,,,,,
6603610,45 mins, 3 hrs, 3 hrs 45 mins,,,,,,,,,,,,,,,,,,
6584876,25 mins,20 mins, 10 hrs 15 mins,,,,,,, 9 hrs 30 mins,,,,,,,,,,,
6594072,25 mins, 1 hr 25 mins, 1 hr 50 mins,,,,,,,,,,,,,,,,,,
6576887,20 mins, 7 hrs 10 mins, 7 hrs 30 mins,,,,,,,,,,,,,,,,,,
6738271,15 mins, 10 hrs, 10 hrs 15 mins,,,,,,,,,,,,,,,,,,
6587101,20 mins, 1 hr, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6572879,30 mins, 4 hrs 5 mins, 5 hrs 5 mins,,,,,,,30 mins,,,,,,,,,,,
6648793,15 mins, 3 hrs 40 mins, 3 hrs 55 mins,,,,,,,,,,,,,,,,,,
6589445,15 mins, 6 hrs, 6 hrs 15 mins,,,,,,,,,,,,,,,,,,
6649566, 1 hr, 1 hr, 10 hrs 15 mins,,,,,,, 8 hrs 15 mins,,,,,,,,,,,
6739499,20 mins, 2 hrs 30 mins, 11 hrs 20 mins,,,,,,, 8 hrs 30 mins,,,,,,,,,,,
6580303, 1 hr, 2 hrs 30 mins, 3 hrs 30 mins,,,,,,,,,,,,,,,,,,
6574772,15 mins, 1 hr, 1 hr 25 mins,,,,,,,10 mins,,,,,,,,,,,
6577264,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6578942,15 mins, 3 hrs 30 mins, 4 hrs 5 mins,,,,,,,20 mins,,,,,,,,,,,
6568588,30 mins,45 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6595506,10 mins,30 mins,2 days 40 mins,,,,,,,2 days,,,,,,,,,,,
6591840,10 mins,50 mins, 1 hr 10 mins,,,,,,,10 mins,,,,,,,,,,,
6737396,15 mins, 12 hrs, 12 hrs 15 mins,,,,,,,,,,,,,,,,,,
6739215,30 mins, 6 hrs 30 mins, 7 hrs,,,,,,,,,,,,,,,,,,
6577887,15 mins, 6 hrs, 6 hrs 15 mins,,,,,,,,,,,,,,,,,,
6578129,30 mins, 1 hr 45 mins, 10 hrs 20 mins,,,,,,, 8 hrs 5 mins,,,,,,,,,,,
6739429,25 mins, 1 hr 25 mins, 1 hr 50 mins,,,,,,,,,,,,,,,,,,
6736854,25 mins,40 mins, 5 hrs 5 mins,,,,,,, 4 hrs,,,,,,,,,,,
6737253,15 mins, 2 hrs 30 mins, 2 hrs 45 mins,,,,,,,,,,,,,,,,,,
6736541,20 mins, 6 hrs 15 mins, 15 hrs 5 mins,,,,,,, 8 hrs 30 mins,,,,,,,,,,,
6739049,10 mins, 2 hrs 15 mins, 2 hrs 25 mins,,,,,,,,,,,,,,,,,,
6585067,10 mins, 9 hrs, 9 hrs 10 mins,,,,,,,,,,,,,,,,,,
6564236,15 mins, 12 hrs 30 mins, 12 hrs 45 mins,,,,,,,,,,,,,,,,,,
6582721,30 mins, 2 hrs, 2 hrs 45 mins,,,,,,,15 mins,,,,,,,,,,,
6594018,15 mins, 8 hrs, 8 hrs 15 mins,,,,,,,,,,,,,,,,,,
6574488,25 mins,35 mins, 3 hrs,,,,,,, 2 hrs,,,,,,,,,,,
6739615,15 mins,10 mins, 8 hrs 25 mins,,,,,,, 8 hrs,,,,,,,,,,,
6593935,20 mins, 2 hrs, 10 hrs 20 mins,,,,,,, 8 hrs,,,,,,,,,,,
6650733,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6585015,15 mins, 10 hrs, 18 hrs 15 mins,,,,,,, 8 hrs,,,,,,,,,,,
6569782,30 mins, 3 hrs 55 mins, 4 hrs 25 mins,,,,,,,,,,,,,,,,,,
6602830,30 mins,50 mins, 1 hr 30 mins,,,,,,,10 mins,,,,,,,,,,,
6593415,30 mins, 7 hrs, 7 hrs 30 mins,,,,,,,,,,,,,,,,,,
6605502,15 mins, 8 hrs, 8 hrs 15 mins,,,,,,,,,,,,,,,,,,
6738152,20 mins, 1 hr 15 mins, 9 hrs 45 mins,,,,,,, 8 hrs 10 mins,,,,,,,,,,,
7368416,10 mins,20 mins,35 mins,,,,,,,,,5 mins,,,,,,,,,
6737482,10 mins,45 mins, 1 hr 5 mins,,,,,,,10 mins,,,,,,,,,,,
6649352,5 mins, 4 hrs, 4 hrs 15 mins,,,,,,,10 mins,,,,,,,,,,,
6663144,5 mins,45 mins, 1 hr 50 mins,,,,,,, 1 hr,,,,,,,,,,,
6664346,20 mins,30 mins, 1 hr 5 mins,,,,,,,15 mins,,,,,,,,,,,
6575055,10 mins, 8 hrs, 8 hrs 10 mins,,,,,,,,,,,,,,,,,,
6664295,15 mins,25 mins, 8 hrs 40 mins,,,,,,, 8 hrs,,,,,,,,,,,
6736666,25 mins,10 mins,35 mins,,,,,,,,,,,,,,,,,,
6579966,15 mins, 3 hrs 15 mins,1 day 3 hrs 30 mins,,,,,,,1 day,,,,,,,,,,,
6578088,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6650911,25 mins, 4 hrs 10 mins, 4 hrs 40 mins,,,,,,,5 mins,,,,,,,,,,,
6664443,45 mins,10 mins,55 mins,,,,,,,,,,,,,,,,,,
6589309,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6665046,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6587467,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6736673,10 mins,35 mins,55 mins,,,,,,,10 mins,,,,,,,,,,,
6578612,25 mins, 1 hr, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6650058,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6581689,10 mins,45 mins,55 mins,,,,,,,,,,,,,,,,,,
6664832,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6600569,10 mins,55 mins, 1 hr 15 mins,,,,,,,10 mins,,,,,,,,,,,
6569372,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6648618,10 mins,20 mins, 1 hr 30 mins,,,,,,, 1 hr,,,,,,,,,,,
6650303,5 mins, 1 hr 5 mins, 1 hr 20 mins,,,,,,,10 mins,,,,,,,,,,,
6739646,15 mins,45 mins, 1 hr 15 mins,,,,,,,15 mins,,,,,,,,,,,
6577720,20 mins, 1 hr 30 mins, 1 hr 50 mins,,,,,,,,,,,,,,,,,,
6664653,10 mins,20 mins, 1 hr 30 mins,,,,,,, 1 hr,,,,,,,,,,,
6650531,15 mins, 4 hrs, 4 hrs 15 mins,,,,,,,,,,,,,,,,,,
6650849,15 mins,55 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6649703,10 mins,40 mins,55 mins,,,,,,,5 mins,,,,,,,,,,,
6738976,5 mins,25 mins, 8 hrs 30 mins,,,,,,, 8 hrs,,,,,,,,,,,
6738619,5 mins,30 mins,40 mins,,,,,,,5 mins,,,,,,,,,,,
6648652,10 mins, 1 hr, 9 hrs 10 mins,,,,,,, 8 hrs,,,,,,,,,,,
6592403,10 mins, 3 hrs, 3 hrs 10 mins,,,,,,,,,,,,,,,,,,
6575907,20 mins,45 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6564982,20 mins, 1 hr 45 mins, 2 hrs 35 mins,,,,,,,30 mins,,,,,,,,,,,
6735839,30 mins, 1 hr, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6738140,10 mins,20 mins, 6 hrs 30 mins,,,,,,, 6 hrs,,,,,,,,,,,
6598695,10 mins, 1 hr, 1 hr 20 mins,,,,,,,10 mins,,,,,,,,,,,
6570964,20 mins, 2 hrs, 2 hrs 20 mins,,,,,,,,,,,,,,,,,,
6569775,15 mins,20 mins,40 mins,,,,,,,5 mins,,,,,,,,,,,
6584110,15 mins,40 mins,55 mins,,,,,,,,,,,,,,,,,,
6596555,15 mins,40 mins, 1 hr,,,,,,,5 mins,,,,,,,,,,,
6737355,10 mins,50 mins, 1 hr,,,,,,,,,,,,,,,,,,
6738609,10 mins, 10 hrs, 10 hrs 10 mins,,,,,,,,,,,,,,,,,,
6590857,15 mins,25 mins, 4 hrs 40 mins,,,,,,, 4 hrs,,,,,,,,,,,
6601885,30 mins,25 mins,55 mins,,,,,,,,,,,,,,,,,,
6664226,5 mins,10 mins,15 mins,,,,,,,,,,,,,,,,,,
6598824,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6739299,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6580018,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6592470,5 mins,8 mins,13 mins,,,,,,,,,,,,,,,,,,
6577934,,,,,,,,,,,,,,,,,,,,,
6597035,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6574739,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6593878,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6589106,5 mins,5 mins,25 mins,,,,,,,15 mins,,,,,,,,,,,
6737826,15 mins,10 mins,45 mins,,,,,,,20 mins,,,,,,,,,,,
6578339,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6737432,20 mins,35 mins,55 mins,,,,,,,,,,,,,,,,,,
6595322,10 mins, 1 hr, 9 hrs 10 mins,,,,,,, 8 hrs,,,,,,,,,,,
6584419,20 mins,25 mins,45 mins,,,,,,,,,,,,,,,,,,
6583934,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6586515,20 mins,40 mins, 1 hr,,,,,,,,,,,,,,,,,,
6738085,,,,,,,,,,,,,,,,,,,,,
6576080,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6664315,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6598003,20 mins,25 mins,45 mins,,,,,,,,,,,,,,,,,,
6580384,20 mins,10 mins,30 mins,,,,,,,,,,,,,,,,,,
6578653,20 mins, 1 hr, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6574021,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6593864,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6595325,30 mins,12 mins,42 mins,,,,,,,,,,,,,,,,,,
6562992,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6585171,10 mins,10 mins,20 mins,,,,,,,,,,,,,,,,,,
6583037,20 mins,30 mins,50 mins,,,,,,,,,,,,,,,,,,
6603989,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6578831,20 mins,45 mins, 1 hr 20 mins,,,,,,,15 mins,,,,,,,,,,,
6598493,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6584278,15 mins,5 mins,20 mins,,,,,,,,,,,,,,,,,,
6603260,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6562415,15 mins,10 mins,25 mins,,,,,,,,,,,,,,,,,,
6590608,20 mins,45 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6648682,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6736723,30 mins,25 mins, 1 hr 25 mins,,,,,,,30 mins,,,,,,,,,,,
6650948,10 mins,50 mins, 1 hr,,,,,,,,,,,,,,,,,,
7556905,30 mins,15 mins, 5 hrs 15 mins,,30 mins,, 4 hrs,,,,,,,,,,,,,,
6739761,15 mins,25 mins, 3 hrs 40 mins,,,,,,, 3 hrs,,,,,,,,,,,
6737118,15 mins,10 mins, 3 hrs 25 mins,,,,,,, 3 hrs,,,,,,,,,,,
6584920,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6603549,20 mins,30 mins,50 mins,,,,,,,,,,,,,,,,,,
6578411,20 mins,25 mins, 1 hr 45 mins,,,,,,, 1 hr,,,,,,,,,,,
6570785,30 mins,35 mins, 9 hrs 5 mins,,,,,,, 8 hrs,,,,,,,,,,,
6575037,10 mins,45 mins,55 mins,,,,,,,,,,,,,,,,,,
6579672,25 mins,30 mins, 8 hrs 55 mins,,,,,,, 8 hrs,,,,,,,,,,,
6576016,10 mins,15 mins, 13 hrs 45 mins,,,,,,, 13 hrs 20 mins,,,,,,,,,,,
6582253,20 mins,5 mins,25 mins,,,,,,,,,,,,,,,,,,
6737108,30 mins,30 mins, 3 hrs,,,,,,, 2 hrs,,,,,,,,,,,
6664278,20 mins,20 mins, 3 hrs 40 mins,,,,,,, 3 hrs,,,,,,,,,,,
6591720,20 mins,15 mins, 2 hrs 35 mins,,,,,,, 2 hrs,,,,,,,,,,,
6665019,25 mins,10 mins,55 mins,,,,,,,20 mins,,,,,,,,,,,
6590862,,,,,,,,,,,,,,,,,,,,,
6587524,20 mins,20 mins, 1 hr 40 mins,,,,,,, 1 hr,,,,,,,,,,,
6736737,15 mins,20 mins, 2 hrs 35 mins,,,,,,, 2 hrs,,,,,,,,,,,
6600911,10 mins,10 mins, 1 hr 20 mins,,,,,,, 1 hr,,,,,,,,,,,
6579759,30 mins,20 mins,50 mins,,,,,,,,,,,,,,,,,,
6600418,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6738796,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6600380,15 mins,15 mins, 2 hrs 30 mins,,,,,,, 2 hrs,,,,,,,,,,,
6587336,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6737746,15 mins,45 mins, 3 hrs 30 mins,,30 mins,, 2 hrs,,,,,,,,,,,,,,
6597506,25 mins,25 mins,50 mins,,,,,,,,,,,,,,,,,,
6601133,20 mins,10 mins, 1 hr 30 mins,,,,,,, 1 hr,,,,,,,,,,,
6739126,15 mins,30 mins,55 mins,,,,,,,10 mins,,,,,,,,,,,
6577315,30 mins,15 mins,45 mins,,,,,,,,,,,,,,,,,,
6741615,15 mins,25 mins,50 mins,,,,,,,10 mins,,,,,,,,,,,
6738340,40 mins,25 mins, 2 hrs 5 mins,,,,,,, 1 hr,,,,,,,,,,,
6597854,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6650580,25 mins,15 mins, 2 hrs 40 mins,,,,,,, 2 hrs,,,,,,,,,,,
6603676,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6737210,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6573767,45 mins,20 mins, 2 hrs 35 mins,,,,,,, 1 hr 30 mins,,,,,,,,,,,
6650120,15 mins,15 mins, 3 hrs 30 mins,,,, 3 hrs,,,,,,,,,,,,,,
6604370,20 mins,30 mins, 1 hr 50 mins,,,,,,, 1 hr,,,,,,,,,,,
6579785,10 mins,20 mins, 1 hr 45 mins,,,,,,, 1 hr 15 mins,,,,,,,,,,,
6582726,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6605823,15 mins,15 mins,30 mins,,,,,,,,,,,,,,,,,,
6590413,15 mins,20 mins, 1 hr 50 mins,,,,,,, 1 hr 15 mins,,,,,,,,,,,
6588608,15 mins,20 mins,35 mins,,,,,,,,,,,,,,,,,,
6739452,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6739075,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6599867,15 mins,10 mins,55 mins,,,,,,,30 mins,,,,,,,,,,,
6579005,30 mins,20 mins, 2 hrs 50 mins,,,,,,, 2 hrs,,,,,,,,,,,
6601440,15 mins,20 mins, 1 hr 35 mins,,,,,,, 1 hr,,,,,,,,,,,
6596539,35 mins,15 mins, 1 hr 35 mins,,,,,,,45 mins,,,,,,,,,,,
6648441,10 mins, 3 hrs 5 mins, 3 hrs 15 mins,,,,,,,,,,,,,,,,,,
6741846,15 mins,35 mins,50 mins,,,,,,,,,,,,,,,,,,
6576572,15 mins, 6 hrs 15 mins, 6 hrs 30 mins,,,,,,,,,,,,,,,,,,
6584062,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6574879,30 mins, 6 hrs, 6 hrs 30 mins,,,,,,,,,,,,,,,,,,
6579386,,,,,,,,,,,,,,,,,,,,,
6605684,30 mins,50 mins, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6738223,,,,,,,,,,,,,,,,,,,,,
6651110,15 mins,50 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6664702,20 mins,30 mins,50 mins,,,,,,,,,,,,,,,,,,
6606177,20 mins,45 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6738824,25 mins, 1 hr, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6586149,15 mins, 3 hrs 10 mins, 3 hrs 25 mins,,,,,,,,,,,,,,,,,,
6740862,5 mins,20 mins,25 mins,,,,,,,,,,,,,,,,,,
6591889,20 mins,40 mins, 1 hr,,,,,,,,,,,,,,,,,,
6588191,,,,,,,,,,,,,,,,,,,,,
6570381,5 mins, 4 hrs 30 mins, 4 hrs 35 mins,,,,,,,,,,,,,,,,,,
6604124,30 mins,45 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6605619,25 mins,50 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6600045,10 mins,30 mins, 1 hr,,,,,,,20 mins,,,,,,,,,,,
6573472,,,,,,,,,,,,,,,,,,,,,
6596069,45 mins, 1 hr 3 mins, 1 hr 48 mins,,,,,,,,,,,,,,,,,,
6738165,25 mins,30 mins,55 mins,,,,,,,,,,,,,,,,,,
6589533,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6604197,25 mins,30 mins,55 mins,,,,,,,,,,,,,,,,,,
6586414,15 mins,50 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6582638,20 mins, 1 hr 30 mins, 1 hr 50 mins,,,,,,,,,,,,,,,,,,
6578515,25 mins,30 mins,55 mins,,,,,,,,,,,,,,,,,,
6575941,20 mins,45 mins, 1 hr 5 mins,,,,,,,,,,,,,,,,,,
6738452,30 mins, 2 hrs 10 mins, 2 hrs 40 mins,,,,,,,,,,,,,,,,,,
6589185,15 mins,45 mins, 1 hr,,,,,,,,,,,,,,,,,,
6605547,15 mins, 1 hr 25 mins, 1 hr 40 mins,,,,,,,,,,,,,,,,,,
6591161,20 mins,25 mins,45 mins,,,,,,,,,,,,,,,,,,
6604952,10 mins,50 mins, 1 hr,,,,,,,,,,,,,,,,,,
6599071,10 mins,40 mins, 1 hr,,,,,,,10 mins,,,,,,,,,,,
6597224,20 mins, 3 hrs 40 mins, 4 hrs,,,,,,,,,,,,,,,,,,
6597834,20 mins,30 mins,50 mins,,,,,,,,,,,,,,,,,,
6590250,10 mins,25 mins,40 mins,,,,,,,5 mins,,,,,,,,,,,
6569278,20 mins, 7 hrs, 7 hrs 20 mins,,,,,,,,,,,,,,,,,,
6577011,30 mins, 4 hrs 15 mins, 4 hrs 45 mins,,,,,,,,,,,,,,,,,,
6573454,30 mins,45 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6590870,25 mins,45 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6578737,10 mins,40 mins,50 mins,,,,,,,,,,,,,,,,,,
6599338,5 mins,25 mins,40 mins,,,,,,,10 mins,,,,,,,,,,,
6587089,30 mins,40 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6594501,20 mins,40 mins, 1 hr,,,,,,,,,,,,,,,,,,
6594439,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6591738,20 mins, 1 hr 35 mins, 1 hr 55 mins,,,,,,,,,,,,,,,,,,
6562110,15 mins,40 mins,55 mins,,,,,,,,,,,,,,,,,,
6562492,20 mins, 4 hrs, 4 hrs 20 mins,,,,,,,,,,,,,,,,,,
6592435,35 mins,45 mins, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6598399,5 mins,20 mins,25 mins,,,,,,,,,,,,,,,,,,
6582220,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6579422,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6565104,30 mins, 11 hrs, 11 hrs 30 mins,,,,,,,,,,,,,,,,,,
6761428,15 mins,5 mins,40 mins,,,,,,,20 mins,,,,,,,,,,,
7485538,12 mins,3 mins, 1 hr 15 mins,,, 1 hr,,,,,,,,,,,,,,,
6648192,10 mins,5 mins,25 mins,,,,,,,10 mins,,,,,,,,,,,
6739199,20 mins,40 mins, 1 hr,,,,,,,,,,,,,,,,,,
6588457,30 mins,,30 mins,,,,,,,,,,,,,,,,,,
6594063,15 mins,25 mins,40 mins,,,,,,,,,,,,,,,,,,
6664188,20 mins,20 mins,40 mins,,,,,,,,,,,,,,,,,,
6581748,20 mins,50 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6585850,10 mins, 1 hr, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6663325,20 mins, 1 hr 20 mins, 2 hrs 40 mins,,,,,,, 1 hr,,,,,,,,,,,
6738767,,20 mins,40 mins,,,,,,,20 mins,,,,,,,,,,,
6582021,30 mins, 1 hr 30 mins, 2 hrs,,,,,,,,,,,,,,,,,,
6666167,30 mins, 1 hr, 1 hr 40 mins,,,,,,,,,10 mins,,,,,,,,,
6648177,30 mins, 1 hr, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6650145,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6663958,20 mins, 2 hrs 30 mins, 2 hrs 55 mins,,,,,,,5 mins,,,,,,,,,,,
6648850,20 mins, 1 hr 10 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6576765,20 mins,40 mins, 1 hr,,,,,,,,,,,,,,,,,,
6739531,10 mins,45 mins, 1 hr 10 mins,,,,,,,15 mins,,,,,,,,,,,
6571111,20 mins,50 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6600213,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6739155,20 mins, 1 hr, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6738005,5 mins,40 mins,45 mins,,,,,,,,,,,,,,,,,,
6578148,25 mins, 2 hrs 35 mins, 3 hrs,,,,,,,,,,,,,,,,,,
6602415,20 mins,50 mins, 1 hr 20 mins,,,,,,,10 mins,,,,,,,,,,,
6738992,45 mins, 1 hr, 1 hr 45 mins,,,,,,,,,,,,,,,,,,
6737868,,,,,,,,,,,,,,,,,,,,,
6569962,,,,,,,,,,,,,,,,,,,,,
6664068,45 mins,40 mins, 1 hr 25 mins,,,,,,,,,,,,,,,,,,
6570986,30 mins, 1 hr 5 mins, 1 hr 35 mins,,,,,,,,,,,,,,,,,,
6595886,,,,,,,,,,,,,,,,,,,,,
6598259,15 mins, 1 hr 15 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6600416,15 mins,40 mins,55 mins,,,,,,,,,,,,,,,,,,
6569102,10 mins,20 mins,35 mins,,,,,,,5 mins,,,,,,,,,,,
6596444,15 mins,30 mins,45 mins,,,,,,,,,,,,,,,,,,
6572706,10 mins,25 mins,35 mins,,,,,,,,,,,,,,,,,,
6738172,20 mins, 1 hr, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6571568,20 mins,56 mins, 1 hr 26 mins,,,,,,,10 mins,,,,,,,,,,,
6650648,30 mins,50 mins, 1 hr 30 mins,,,,,,,10 mins,,,,,,,,,,,
6574244,,,,,,,,,,,,,,,,,,,,,
6663200,15 mins,45 mins, 2 hrs,,,,,,, 1 hr,,,,,,,,,,,
6577744,30 mins, 3 hrs, 3 hrs 30 mins,,,,,,,,,,,,,,,,,,
6603657,40 mins, 1 hr 15 mins, 2 hrs,,,,,,,5 mins,,,,,,,,,,,
6586010,30 mins, 1 hr, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6571442,30 mins,45 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6583294,20 mins,30 mins, 1 hr,,,,,,,10 mins,,,,,,,,,,,
6571804,40 mins,40 mins, 5 hrs 20 mins,,,,,,, 4 hrs,,,,,,,,,,,
6606415,40 mins,50 mins, 1 hr 40 mins,,,,,,,10 mins,,,,,,,,,,,
6584666,10 mins,20 mins,30 mins,,,,,,,,,,,,,,,,,,
6592680,20 mins,40 mins, 1 hr 5 mins,,,,,,,5 mins,,,,,,,,,,,
6588519,15 mins, 1 hr, 1 hr 25 mins,,,,,,,10 mins,,,,,,,,,,,
6577454,45 mins,45 mins, 1 hr 30 mins,,,,,,,,,,,,,,,,,,
6595214,30 mins,15 mins,45 mins,,,,,,,,,,,,,,,,,,
6599910,15 mins,25 mins,55 mins,,,,,,,15 mins,,,,,,,,,,,
6574950,45 mins, 1 hr 20 mins, 2 hrs 15 mins,,,,,,,10 mins,,,,,,,,,,,
6563217,30 mins, 1 hr 5 mins, 1 hr 50 mins,,,,,,,15 mins,,,,,,,,,,,
6650770,20 mins, 1 hr 5 mins, 1 hr 30 mins,,,,,,,5 mins,,,,,,,,,,,
6738732,30 mins,40 mins, 1 hr 10 mins,,,,,,,,,,,,,,,,,,
6568762,,,,,,,,,,,,,,,,,,,,,
6588782,30 mins, 1 hr, 1 hr 45 mins,,,,,,,15 mins,,,,,,,,,,,
6561618,10 mins,30 mins,40 mins,,,,,,,,,,,,,,,,,,
6737046,25 mins,50 mins, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6595032,20 mins,50 mins, 1 hr 20 mins,,,,,,,10 mins,,,,,,,,,,,
6736435,20 mins,25 mins,55 mins,,,,,,,10 mins,,,,,,,,,,,
6602121,15 mins, 1 hr, 1 hr 15 mins,,,,,,,,,,,,,,,,,,
6592656,10 mins,15 mins,30 mins,,,,,,,5 mins,,,,,,,,,,,
6600830,20 mins, 1 hr, 1 hr 20 mins,,,,,,,,,,,,,,,,,,
6664800,20 mins,35 mins,55 mins,,,,,,,,,,,,,,,,,,
6663308,15 mins, 3 hrs 15 mins, 3 hrs 30 mins,,,,,,,,,,,,,,,,,,
6663556,10 mins, 3 hrs, 3 hrs 10 mins,,,,,,,,,,,,,,,,,,
